P52824	A0A0B4KHZ4
Q99626	P09085
P47902	P09085
Q9NRY4	Q9VX32
Q13017	Q9VX32
Q8WZ19	Q7JZ62
Q9H3F6	Q7JZ62
Q13829	Q7JZ62
Q9NS00	Q7K237
Q9NS00	Q7JRF9
Q8IVT5	Q24171
Q6VAB6	Q24171
Q969R2	Q9VC05
P22059	Q9VC05
Q9H1B5	Q7KVA1
Q86Y38	Q7KVA1
Q13136	M9PCD4
O75335	M9PCD4
O75145	M9PCD4
O75334	M9PCD4
Q4LDG9	A1Z7U2
Q4LDG9	Q9V3Q0
Q14004	Q9VP22
Q9NYV4	Q9VP22
Q8N3T6	X2JEB0
Q6IEE7	X2JEB0
Q24JP5	X2JEB0
Q14C87	X2JEB0
Q14DG7	X2JEB0
Q96LQ0	Q8INL4
Q96LQ0	Q9VGY1
Q96LQ0	Q8MSL1
Q9UMX3	Q9V9C8
Q9UMX3	Q8T8Y5
P35227	P35820
P35226	P35820
P54764	Q9V4E5
P54753	Q9V4E5
P29320	Q9V4E5
P29323	Q9V4E5
Q5JZY3	Q9V4E5
P54762	Q9V4E5
Q15375	Q9V4E5
Q9UF33	Q9V4E5
P29317	Q9V4E5
P29322	Q9V4E5
P54760	Q9V4E5
P54756	Q9V4E5
O60494	Q9VTP0
O60494	Q9W332
Q02094	A0A6M3Q9I2
Q9UBD6	A0A6M3Q9I2
Q9H310	A0A6M3Q9I2
P14678	Q05856
P63162	Q05856
P07099	Q7KB18
P07099	Q7K1W4
P07099	Q7JRC3
O95747	A0A126GUV7
Q9UEW8	A0A126GUV7
P53677	O76928
Q9Y2T2	O76928
Q99798	Q8T4D6
Q99798	Q9VIE8
O60296	Q960V3
Q9UPV9	Q960V3
Q9Y3Q4	A1Z9N7
Q9P1Z3	A1Z9N7
Q9UL51	A1Z9N7
Q5BKT4	Q8T8L8
Q5I7T1	Q8T8L8
Q5HYM0	Q8T0D9
Q5D1E8	Q8T0D9
A2A288	Q8T0D9
Q9C0D7	Q8T0D9
Q9HCU9	Q9VYI2
Q5PSV4	Q9VYI2
P08473	Q9W436
Q495T6	Q9W436
Q15063	Q86B94
Q15582	Q86B94
Q9BWQ6	Q9VYI1
Q9Y548	Q9VYI1
Q66GS9	M9MSL4
Q9BZW7	M9MSL4
Q5TBA9	Q9VT28
O94915	Q9VT28
Q9UBW7	A8JRE3
Q5VZL5	A8JRE3
Q14202	A8JRE3
Q9NYU2	Q09332
Q9NYU1	Q09332
Q15569	Q9VE06
Q96S53	Q9VE06
Q14517	Q9VW71
Q8TDW7	Q9VW71
Q9NYQ8	Q9VW71
Q9BXA9	Q9VKH3
Q9NSC2	Q9VKH3
Q9Y467	Q9VKH3
Q9UJQ4	Q9VKH3
P15428	Q9VV47
P15428	Q9I7R3
P15428	P54398
P15428	Q9VV42
Q9GZM8	Q9VT70
Q9NXR1	Q9VT70
P50053	Q9VTI3
P50053	Q8T4I0
P50053	Q9VW84
Q9UMY4	Q9VG51
O60493	Q9VG51
Q9H2V7	Q9GQQ0
Q8IVW8	Q9GQQ0
Q6ZMD2	Q9GQQ0
Q8TBC3	A0A6H2EG81
Q9Y597	A0A6H2EG81
Q86WA9	Q7K4I4
Q86WA9	Q9VAC2
Q15032	Q8MSX1
Q9Y2K5	Q8MSX1
Q9UBL0	Q8MSX1
P16989	Q95RE4
P67809	Q95RE4
Q9Y2T7	Q95RE4
Q16526	Q0E8P0
Q49AN0	Q0E8P0
Q9Y2S6	Q6IHK7
Q9Y2S6	Q9XZS3
P78317	Q9VNJ0
P78317	X2J791
P38398	Q9VNJ0
P38398	X2J791
A6PVC2	Q9VM91
Q9Y4R7	Q9VM91
Q8WVJ9	P10627
Q15672	P10627
O43708	Q9VHD2
O43708	Q9VHD3
Q9BSF8	Q0E8K5
Q7Z5Y7	Q0E8K5
Q8WZ79	Q9VED8
O00115	Q9VED8
O94856	P20241
O00533	P20241
P32004	P20241
Q92823	P20241
Q7Z3C6	A0A0B4KF86
Q674R7	A0A0B4KF86
O00257	P26017
O95503	P26017
Q14781	P26017
O95931	P26017
Q9HC52	P26017
O75843	Q7KVR8
O43747	Q7KVR8
P62857	Q9W334
P62857	Q9VAB9
Q9P1V8	Q9VMJ2
Q9P1V8	Q9VR43
P09629	P02833
P31268	P02833
Q9Y6R1	Q8IPI3
Q6U841	Q8IPI3
Q2Y0W8	Q8IPI3
Q02930	Q2PE13
P15336	Q2PE13
P17544	Q2PE13
O14920	Q9VEZ5
O15111	Q9VEZ5
P43250	P32866
P32298	P32866
P34947	P32866
Q96A05	P54611
P36543	P54611
P52907	Q9W2N0
P47755	Q9W2N0
Q9BXS1	Q9VDC2
Q13907	Q9VDC2
O43930	P16912
P51817	P16912
A8MWD9	Q9VXE0
P62308	Q9VXE0
Q9Y2E4	Q9W0S9
Q9P265	Q9W0S9
Q14689	Q9W0S9
Q15413	Q24498
P21817	Q24498
Q92736	Q24498
A6NEL2	B7Z0B0
Q2M3V2	B7Z0B0
A6NJG2	B7Z0B0
Q53LP3	B7Z0B0
Q8NEM7	Q9VU86
Q3ZLR7	Q9VU86
P0C7V6	Q9VU86
Q9BRQ6	Q9VA18
Q9NX63	Q9VA18
A6NJT0	O77215
A6NJT0	Q9VX20
Q9H227	Q9VV98
Q6UWM7	Q9VV98
P09848	Q9VV98
Q9NSQ0	Q9VMJ1
Q9Y3A4	Q9VMJ1
Q6VN20	Q4Z8K6
Q96S59	Q4Z8K6
Q9UJC3	Q24185
Q96ED9	Q24185
Q86VS8	Q24185
Q9Y468	Q9VB52
Q96JM7	Q9VB52
Q8NA19	Q9VB52
Q96RU8	Q9V3Z1
Q96RU7	Q9V3Z1
Q92519	Q9V3Z1
Q0VAM2	Q7KTU3
Q8N431	Q7KTU3
Q8N9B8	Q7KTU3
O00327	O61734
Q8WYA1	O61734
A0AUZ9	E2QD16
Q7Z3B3	E2QD16
Q86YB8	Q9V3A6
Q96HE7	Q9V3A6
Q8WYQ3	Q9VX77
Q9Y6H1	Q9VX77
Q5T1J5	Q9VX77
Q969Z3	A1Z803
Q5VT66	A1Z803
P21283	Q9V7N5
Q8NEY4	Q9V7N5
Q96T51	A0A0B4LHR8
Q7L099	A0A0B4LHR8
Q8WXA3	A0A0B4LHR8
Q9HCF6	A8DYE2
Q9BX84	A8DYE2
Q96QT4	A8DYE2
O43304	Q9VMD6
Q92503	Q9VMD6
Q8IU81	B7Z143
Q7Z5L9	B7Z143
Q9H1B7	B7Z143
Q99569	Q7PLI0
O00192	Q7PLI0
Q9UQB3	Q7PLI0
Q5TAQ9	Q9W091
A6NGE4	Q9W091
P0C7V8	Q9W091
Q9BXJ9	Q9VWI2
Q6N069	Q9VWI2
O96028	Q8MT36
Q96L73	Q8MT36
Q9BZ95	Q8MT36
Q9NRW4	M9PI51
Q9H1R2	M9PI51
P24390	O76767
P33947	O76767
P30414	Q9VAW1
Q13427	Q9VAW1
P32322	Q9VEJ3
Q53H96	Q9VEJ3
Q96C36	Q9VEJ3
Q9NVV5	Q9VTI1
Q9NVV5	Q9VPN0
Q9NVV5	Q9VPM9
P51693	P14599
P05067	P14599
Q06481	P14599
P08574	Q9VAM8
P08574	Q9VRL0
P50395	Q9VLB7
P31150	Q9VLB7
P34903	Q9VXL9
P14867	Q9VXL9
P47869	Q9VXL9
Q16445	Q9VXL9
P31644	Q9VXL9
P18507	Q9VXL9
Q99928	Q9VXL9
Q8N1C3	Q9VXL9
P48169	Q9VXL9
Q8WYH8	Q9VJY8
Q9UNL4	Q9VJY8
P43155	P07668
P28329	P07668
Q5FWF5	Q9VS50
Q56NI9	Q9VS50
Q6STE5	Q9VYG2
Q96GM5	Q9VYG2
Q92925	Q9VYG2
P84550	D1YSG4
Q2VWA4	D1YSG4
P53805	Q9XZL8
Q14206	Q9XZL8
Q9UKA8	Q9XZL8
Q14938	Q86P06
Q12857	Q86P06
O00712	Q86P06
P08651	Q86P06
Q96CP6	R9PY62
Q3KR37	R9PY62
Q8IYS0	R9PY62
Q9H2F5	A0A0B4KFP2
Q52LR7	A0A0B4KFP2
Q71F56	Q7KTX8
Q9UHV7	Q7KTX8
Q9HAY6	Q9VFS2
Q9BYV7	Q9VFS2
Q16518	Q9VFS2
Q8IVV8	A6MHQ4
Q5VXU1	A6MHQ4
Q4KMZ8	A6MHQ4
Q8N8D7	A6MHQ4
Q8N0U8	A1ZAJ5
Q9BQB6	A1ZAJ5
Q9NV92	Q9VVJ5
Q9BT67	Q9VVJ5
Q15464	M9PEE4
Q5VZ18	M9PEE4
Q7M4L6	M9PEE4
Q96IW2	M9PEE4
Q5XG87	Q7KVS9
Q8NDF8	Q7KVS9
Q96P11	Q9VDZ4
Q63ZY6	Q9VDZ4
Q3KNT7	Q9VDZ4
P21589	Q7K0L5
P21589	A1ZAU0
P21589	Q8SZY4
P59282	Q9VV43
O94811	Q9VV43
Q9BW30	Q9VV43
Q9ULE0	Q9VFG8
Q8IX03	Q9VFG8
Q6AWC2	Q9VFG8
Q9UQ16	P27619
Q05193	P27619
P50570	P27619
Q9UMX2	P54361
P54368	P54361
O95190	P54361
Q8NHQ8	Q9VBP2
Q02833	Q9VBP2
Q8TC07	Q9VPL5
Q9HA65	Q9VPL5
Q9UPX8	A1Z9K8
Q9Y566	A1Z9K8
Q9BYB0	A1Z9K8
Q86XE0	M9NDI3
Q9Y5X3	M9NDI3
Q9UNH7	M9NDI3
Q9NYS0	Q9V4L4
Q9NYR9	Q9V4L4
Q8N4C8	Q9W002
O95819	Q9W002
Q9UKE5	Q9W002
P53597	Q94522
P53597	Q9VDW7
Q9H201	Q9VS85
O95208	Q9VS85
Q9Y6I3	Q9VS85
Q9NY46	P35500
Q9UI33	P35500
Q9Y5Y9	P35500
P35499	P35500
Q99250	P35500
Q9UQD0	P35500
Q14524	P35500
P35498	P35500
Q15858	P35500
Q96PZ7	Q9VYR4
Q7Z407	Q9VYR4
Q7Z408	Q9VYR4
Q4LDE5	Q9VYR4
Q96QR8	Q9V4D9
Q9UJV8	Q9V4D9
Q00577	Q9V4D9
Q9UQ53	Q9VUH4
Q9UM21	Q9VUH4
Q8TAK5	M9NFF9
Q06547	M9NFF9
O95674	P56079
Q92903	P56079
O95563	Q9VHB2
O95563	Q9VHB1
Q99757	Q9W022
Q99757	Q7K037
Q9BPX5	Q9VQD8
O15511	Q9VQD8
O75323	Q9VXK0
Q9BPW8	Q9VXK0
O75901	Q9W0U4
A6NK89	Q9W0U4
Q12802	M9PBE1
Q92974	M9PBE1
Q8N1W1	M9PBE1
A0A590UK10	M9PBE1
Q6ZSZ5	M9PBE1
P14635	P20439
O95067	P20439
P09327	Q07171
P06396	Q07171
O75366	Q07171
Q9Y6U3	Q07171
O15195	Q07171
Q86UB9	Q9VHQ4
Q86UB9	Q9VHQ5
Q86UB9	Q8INQ8
A0A8I5KQE6	P38979
P08865	P38979
P10644	P16905
P31321	P16905
P12081	Q8IQX8
P49590	Q8IQX8
P17275	P18289
P17535	P18289
P05412	P18289
Q01543	P29774
P11308	P29774
Q9BY66	Q9VMJ7
P29375	Q9VMJ7
P41229	Q9VMJ7
Q9UGL1	Q9VMJ7
Q9H0L4	Q9VE52
P33240	Q9VE52
O60739	Q9VZS3
P41567	Q9VZS3
Q6P656	Q4V4V0
Q6P656	Q8T3R9
O43187	Q05652
Q9NWZ3	Q05652
Q9Y616	Q05652
P51617	Q05652
P15863	P23757
P55771	P23757
P46926	Q9VMP9
Q8TDQ7	Q9VMP9
P61163	P45889
P42025	P45889
P98194	M9PG15
O75185	M9PG15
O00469	Q9VTH0
Q02809	Q9VTH0
O60568	Q9VTH0
P10586	P16621
P23468	P16621
Q13332	P16621
Q32MZ4	Q9VXN3
Q9Y608	Q9VXN3
Q14117	Q8IPQ2
Q16555	Q8IPQ2
O14531	Q8IPQ2
Q14194	Q8IPQ2
Q9BPU6	Q8IPQ2
Q14195	Q8IPQ2
Q9H0X4	A0A0C4FEI3
A2RU67	A0A0C4FEI3
Q9NRU3	A0A0B7P9G0
Q6P4Q7	A0A0B7P9G0
Q9H8M5	A0A0B7P9G0
Q9NYL9	A0A0B4K6N4
Q9NZQ9	A0A0B4K6N4
Q9NZR1	A0A0B4K6N4
P28289	A0A0B4K6N4
Q96P88	Q7KTL9
P30968	Q7KTL9
Q6VMQ6	Q7KMH9
Q5U623	Q7KMH9
Q9UGI6	Q7KVW5
Q9H2S1	Q7KVW5
Q92952	Q7KVW5
Q8N443	Q9VTP5
Q9H4K1	Q9VTP5
Q5T0F9	Q9VKJ9
Q6P1N0	Q9VKJ9
Q5T2T1	A1Z8G0
Q96JB8	A1Z8G0
Q13368	A1Z8G0
Q9ULT0	Q7KN74
Q86TV6	Q7KN74
Q86XN8	Q9V4F3
Q6ZN04	Q9V4F3
Q5U5Q3	Q9V4F3
Q9H0X9	A0A0B4JCZ0
Q9BZF1	A0A0B4JCZ0
Q9UP95	A0A0B4LGD3
Q9Y666	A0A0B4LGD3
Q9H2X9	A0A0B4LGD3
Q9UHW9	A0A0B4LGD3
Q9HAJ7	Q9VXB3
O75446	Q9VXB3
Q9NU39	Q02361
Q8WXT5	Q02361
Q6VB84	Q02361
Q3SYB3	Q02361
Q5VV16	Q02361
Q12950	Q02361
Q9NPQ8	Q9W358
Q9NVN3	Q9W358
P49146	Q9VW75
P49146	Q9VNM1
Q14CM0	Q9VFD3
Q5SYB0	Q9VFD3
Q5JV73	Q9VFD3
O60675	A0A0B4LH09
O15525	A0A0B4LH09
Q9ULX9	A0A0B4LH09
Q9UPZ9	Q9VL64
P20794	Q9VL64
P48509	Q7JZI2
A1L157	Q7JZI2
Q9Y4C0	A0A0B4KGL0
Q9P2S2	A0A0B4KGL0
Q9ULB1	A0A0B4KGL0
Q96G01	P16568
Q8TD16	P16568
Q86UW6	Q9XZ11
Q92802	Q9XZ11
Q5TBK1	Q9XZ11
Q969T9	Q9VU19
Q6ICG8	Q9VU19
Q8NEK8	A0A4P7VA97
Q96A09	A0A4P7VA97
Q96IP4	A0A4P7VA97
Q5VWP2	A0A4P7VA97
Q9GZU7	M9PFN0
O15194	M9PFN0
O14595	M9PFN0
Q8WUS8	Q9VVE3
P14060	Q9VVE3
A6NKP2	Q9VVE3
Q9H2F3	Q9VVE3
P26439	Q9VVE3
P02794	Q9VYH1
Q8N4E7	Q9VYH1
Q9BXU8	Q9VYH1
P02792	Q9VYH1
P0C7X4	Q9VYH1
O75356	M9PBV2
O75354	M9PBV2
O95197	E1JHT6
Q9NQC3	E1JHT6
Q16799	E1JHT6
P17844	Q8MZI3
Q92841	Q8MZI3
Q9BZ72	P43125
O00562	P43125
P16591	P18106
P07332	P18106
P29274	Q9VAA2
P30542	Q9VAA2
P29275	Q9VAA2
P0DMS8	Q9VAA2
P32314	Q9W3Q5
O00409	Q9W3Q5
P51793	Q9VUY1
P51790	Q9VUY1
P51795	Q9VUY1
Q9P232	Q9VN14
Q02246	Q9VN14
Q12860	Q9VN14
Q9UQ52	Q9VN14
Q8IWV2	Q9VN14
O94779	Q9VN14
Q00796	O96299
Q00796	O97479
P42681	P08630
P51813	P08630
P42680	P08630
Q08881	P08630
Q06187	P08630
P62891	O16130
Q96EH5	O16130
Q59GN2	O16130
P48764	B7YZY2
Q14940	B7YZY2
P62995	P19018
Q13595	P19018
Q02818	Q9VVK7
P80303	Q9VVK7
Q06889	A0A0B4KGW2
P18146	A0A0B4KGW2
P46459	P54351
P46459	P46461
P85298	Q9VTU3
Q07960	Q9VTU3
O15119	Q24432
Q13207	Q24432
Q9P0L9	Q9VK95
Q9NZM6	Q9VK95
Q13563	Q9VK95
O75541	Q9W3X2
O75541	Q9W3X1
Q9Y2H1	Q9NBK5
Q15208	Q9NBK5
Q5JUK3	A8DY93
Q6UVM3	A8DY93
P60002	Q8MQI6
P60002	Q7KUN6
Q96CX2	Q9VDH3
Q68DU8	Q9VDH3
Q6ZWB6	Q9VDH3
Q9H9L7	Q9VS59
Q53H80	Q9VS59
Q7Z739	Q9VBZ5
Q9BYJ9	Q9VBZ5
Q9Y5A9	Q9VBZ5
Q9BZ68	Q9VBX0
Q9BZ67	Q9VBX0
Q70EL2	Q9W4C3
Q9Y5T5	Q9W4C3
Q7KZI7	A1ZBL9
P27448	A1ZBL9
Q9P0L2	A1ZBL9
Q8IWU6	Q9VEX0
Q8IWU5	Q9VEX0
Q8IZJ1	Q95TU8
Q6ZN44	Q95TU8
Q6UXZ4	Q95TU8
O95185	Q95TU8
Q8N5S9	A4V2C3
Q96RR4	A4V2C3
Q9NWY4	Q9VNI3
A8MVJ9	Q9VNI3
Q29RF7	A1Z8S6
Q9NTI5	A1Z8S6
Q6P4F1	Q9VLC1
Q495W5	Q9VLC1
P07195	Q95028
P07864	Q95028
Q6ZMR3	Q95028
Q9BYZ2	Q95028
P00338	Q95028
P41134	P18491
Q02363	P18491
Q02535	P18491
P47928	P18491
Q8TC59	Q7PLK0
Q96J94	Q7PLK0
Q7Z3Z4	Q7PLK0
P49327	M9PB21
P49327	Q7PLB8
P49327	B7Z001
Q9NQS5	Q9W534
Q9NQS5	Q9NDM2
Q9NQS5	Q9W533
P48039	Q9W534
P48039	Q9NDM2
P48039	Q9W533
Q9UL54	Q0KHQ5
Q9H2K8	Q0KHQ5
Q7L7X3	Q0KHQ5
Q6DN90	Q9VP80
Q9UPP2	Q9VP80
Q5JU85	Q9VP80
Q6ZPD9	Q9VWR8
Q2PZI1	Q9VWR8
Q6NUT2	Q9VWR8
Q7Z388	Q9VWR8
Q8N684	Q9VSH4
Q16630	Q9VSH4
Q9UHD2	Q9V3Y8
Q14164	Q9V3Y8
Q9H422	A0A6M3Q6U2
Q9H2X6	A0A6M3Q6U2
Q86Z02	A0A6M3Q6U2
P45880	Q94920
Q9Y277	Q94920
P21796	Q94920
Q9Y2K7	Q9VHH9
Q8NHM5	Q9VHH9
P16949	M9NEA1
Q9H169	M9NEA1
Q9NZ72	M9NEA1
Q93045	M9NEA1
P55809	Q9W058
Q9BYC2	Q9W058
Q9BS26	Q9VI96
Q9BS26	Q95TL8
Q8N2M4	Q9VAJ0
Q8N661	Q9VAJ0
Q92484	Q8IQD3
Q92485	Q8IQD3
Q92888	A1ZAN6
Q9NZN5	A1ZAN6
O15085	A1ZAN6
Q9NZV8	P17971
Q9UK17	P17971
Q9NSA2	P17971
Q9H2C1	Q9V472
P48742	Q9V472
P48547	P17972
Q14003	P17972
Q96PR1	P17972
Q03721	P17972
Q9BPZ3	Q9VG13
Q9ULR5	Q9VG13
A0A1W2PQJ5	Q9VWE4
Q9NP77	Q9VWE4
A0A1W2PQ64	Q9VWE4
A0A1W2PR75	Q9VWE4
A0A1W2PQD8	Q9VWE4
A0A1W2PQ27	Q9VWE4
A0A1W2PQC6	Q9VWE4
Q6BDS2	M9PEM2
A0JNW5	M9PEM2
Q9BWG4	A0A0B4KGW6
Q9BWW4	A0A0B4KGW6
P81877	A0A0B4KGW6
A0PJY2	Q9VQ56
Q8TBJ5	Q9VQ56
Q13838	Q27268
O00148	Q27268
Q96CJ1	Q7JRJ1
Q96JC9	Q7JRJ1
O43765	Q9VJD4
Q96EQ0	Q9VJD4
O43781	P83102
Q92630	P83102
O75325	A0A0S0WP14
O75325	A0A6M3Q7U5
O75325	M9PFH7
O75154	M9ND89
Q86YS3	M9ND89
O75908	Q8MYW9
P35610	Q8MYW9
Q3ZCQ8	Q9W0S3
Q3ZCQ8	Q9W4V8
Q3ZCQ8	Q9V9P3
Q8TDI8	A0A0U1QT59
Q7Z5M5	A0A0U1QT59
Q8TDI7	A0A0U1QT59
P53365	Q9VGQ8
P53367	Q9VGQ8
P49116	Q24142
P13056	Q24142
Q02078	P40791
Q14814	P40791
Q06413	P40791
P08237	P52034
P17858	P52034
Q01813	P52034
Q9NRW1	O18334
P20340	O18334
Q14188	Q24318
Q14186	Q24318
Q5H9I0	Q24318
Q6UXB8	Q9VFY2
P48060	Q9VFY2
O43692	Q9VFY2
P16562	Q9VFY2
Q6UWM5	Q9VFY2
P54108	Q9VFY2
Q15562	P30052
Q99594	P30052
P28347	P30052
Q15561	P30052
P31751	Q8INB9
Q9Y243	Q8INB9
P31749	Q8INB9
Q2KHR2	A0A0B4KGM5
P48382	A0A0B4KGM5
Q3SY69	Q9VIC9
O75891	Q9VIC9
Q9H013	Q6QU65
Q9BZ11	Q6QU65
Q9UKQ2	Q6QU65
O43184	Q6QU65
P78325	Q6QU65
Q13444	Q6QU65
Q13443	Q6QU65
Q8WW35	Q9VH45
Q8WW35	Q7KUM9
P78352	P31007
Q92796	P31007
Q12959	P31007
Q9NR46	Q8SYD9
Q9Y371	Q8SYD9
Q99819	Q9VW59
P52565	Q9VW59
P52566	Q9VW59
P11274	X2JC00
Q12979	X2JC00
P13995	Q04448
Q9H903	Q04448
P06280	Q7K127
P06280	Q9VL27
P17050	Q7K127
P17050	Q9VL27
A6NFU8	Q8SZB7
Q9NXJ5	Q8SZB7
Q9Y5L4	Q0E8V7
Q9Y5L4	Q9VTN3
Q7Z5P4	Q9VIG6
Q8IZV5	Q9VIG6
Q8NBQ5	Q9VIG6
Q8N3Y7	Q9VIG6
Q7Z5P4	Q9VR28
Q8IZV5	Q9VR28
Q8NBQ5	Q9VR28
Q8N3Y7	Q9VR28
Q9NVZ3	Q9VXB0
Q8NC96	Q9VXB0
Q9H9G7	Q32KD4
Q9UKV8	Q32KD4
Q9UL18	Q32KD4
Q9HCK5	Q32KD4
Q9UGJ0	Q9VDD2
P54619	Q9VDD2
Q9UGI9	Q9VDD2
Q86UL3	A0A0B4LGJ9
Q53EU6	A0A0B4LGJ9
Q8NFU3	Q9VG33
Q8NFU3	P22978
Q8NFU3	Q9VCD9
O43169	Q9V4N3
P00167	Q9V4N3
Q9Y6G9	Q9VZ20
O43237	Q9VZ20
Q9UGV2	Q9GU50
Q92597	Q9GU50
Q9UN36	Q9GU50
Q9ULP0	Q9GU50
Q13442	Q9VLC4
Q13442	Q9W4J4
Q5HYJ3	Q9VSW7
Q8TAV0	Q9VSW7
C9JE40	Q9VEN9
Q86TB9	Q9VEN9
Q96GY0	A0A0B4KGL2
Q5TFG8	A0A0B4KGL2
Q12800	A1Z851
Q9NZI6	A1Z851
Q9NZI7	A1Z851
Q96RL7	A1Z713
Q709C8	A1Z713
O43283	Q9VW24
Q12852	Q9VW24
O00754	Q9VLI1
O00754	Q9VKV2
O00754	Q9VLI0
O00754	Q9VLH9
O00754	Q8IPB7
O00754	Q9VLI2
Q06055	Q6NN09
P05496	Q6NN09
P48201	Q6NN09
Q86WG5	Q9VGH9
O95248	Q9VGH9
O60518	Q9VN44
O00410	Q9VN44
Q4G0F5	Q9W552
O75436	Q9W552
P12821	Q9VLJ6
P12821	Q10714
Q9HCB6	Q7KN04
Q9HCB6	Q7K3Y9
P25440	P13709
Q15059	P13709
Q58F21	P13709
O60885	P13709
P26010	P11584
P18084	P11584
P05107	P11584
P05106	P11584
P05556	P11584
P18564	P11584
O15068	Q7K4E0
P10911	Q7K4E0
Q86YR7	Q7K4E0
Q9UPT8	P22293
P61129	P22293
Q8N5P1	P22293
P01100	P21525
P15407	P21525
P15408	P21525
P53539	P21525
Q92569	Q7KTZ2
P27986	Q7KTZ2
O00459	Q7KTZ2
Q9H1A7	Q9VJE4
Q9GZM3	Q9VJE4
P52435	Q9VJE4
Q92750	P47825
O00268	P47825
O94851	Q86BA1
Q7RTP6	Q86BA1
Q01538	M9PJ12
Q9UL68	M9PJ12
O60284	M9PJ12
Q7Z3T8	Q7K9H6
O95405	Q7K9H6
Q4LE39	Q9VWP5
P29374	Q9VWP5
O43663	Q9VZ62
O43663	Q9VZ61
Q9H2L5	Q9VCQ7
P50749	Q9VCQ7
Q6ZTQ3	Q9VCQ7
P21926	A0A0B4KH03
P60033	A0A0B4KH03
O60636	A0A0B4KH03
Q16760	A8JQ65
Q86XP1	A8JQ65
Q03154	Q9VCQ8
Q03154	Q8T490
Q03154	Q9I7K3
Q03154	Q9VCR0
Q03154	Q9VCR2
Q03154	Q9VCQ9
Q53FV1	Q9VP04
Q8N138	Q9VP04
Q9P0S3	Q9VP04
Q07352	P47980
P47974	P47980
Q92608	A0A0B4K7Q6
Q14185	A0A0B4K7Q6
Q9H7D0	A0A0B4K7Q6
Q12948	P32027
Q99958	P32027
Q99879	P02283
P57053	P02283
Q5QNW6	P02283
Q16778	P02283
P62807	P02283
O60814	P02283
P23527	P02283
Q99880	P02283
Q99877	P02283
P06899	P02283
P33778	P02283
Q96A08	P02283
Q93079	P02283
P58876	P02283
Q8N257	P02283
Q9H5N1	Q9W2M0
Q15276	Q9W2M0
Q9HBH9	Q9VGI4
Q9BUB5	Q9VGI4
P21860	P04412
P00533	P04412
Q15303	P04412
P04626	P04412
Q15633	Q9VJY9
O75569	Q9VJY9
Q9NX61	Q9VTF5
Q8NDZ6	Q9VTF5
Q6ZMT1	A0A0B4KEV7
Q99469	A0A0B4KEV7
Q96MF2	A0A0B4KEV7
Q7Z5N4	O97394
Q58EX2	O97394
Q9H9H4	Q9VN88
A5D8V6	Q9VN88
Q86XT2	Q9VN88
Q99963	Q8T390
Q99962	Q8T390
Q99961	Q8T390
Q13404	Q9VRL1
Q15819	Q9VRL1
Q86XA9	A0A0B4KGF6
Q9P2D3	A0A0B4KGF6
Q9UHQ9	X2JGK6
P00387	X2JGK6
Q6BCY4	X2JGK6
Q9Y294	Q9V464
Q9NVP2	Q9V464
P68402	Q9VXP4
Q15102	Q9VXP4
Q8TE67	H9ZYQ1
Q8TE68	H9ZYQ1
Q12929	H9ZYQ1
Q9H6S3	H9ZYQ1
Q8TE67	Q8IPW1
Q8TE68	Q8IPW1
Q12929	Q8IPW1
Q9H6S3	Q8IPW1
A8MV65	Q26366
Q8N8G2	Q26366
Q8N1I0	Q9VAS8
Q8IZD9	Q9VAS8
Q9H3K2	Q9VIB2
Q9H3K2	Q9VZ34
Q99719	Q0KHR7
O43236	Q0KHR7
Q8WYJ6	Q0KHR7
Q99956	Q9VVW5
Q16828	Q9VVW5
Q16829	Q9VVW5
Q9BTY2	Q9VTJ4
P04066	Q9VTJ4
Q9BRQ0	Q9V9W8
Q9Y3Y4	Q9V9W8
Q8WUD6	A0A0B4K7Y4
Q9Y6K0	A0A0B4K7Y4
O43752	Q7JY00
O60499	Q7JY00
O43464	Q9VFJ3
Q92743	Q9VFJ3
P83110	Q9VFJ3
P30086	Q9VK60
P30086	Q9VI09
P30086	Q9VI08
O75132	Q9VM61
O96006	Q9VM61
P86452	Q9VM61
Q8WVX9	A1ZAI5
Q96K12	A1ZAI5
O75069	E1JJ71
O94876	E1JJ71
Q9ULS5	E1JJ71
O94901	A0A0B4KEE4
Q9UH99	A0A0B4KEE4
P81133	P05709
Q14190	P05709
Q99704	Q9W3R6
Q7L591	Q9W3R6
O60496	Q9W3R6
Q6NVV3	M9PD12
Q8N8Q9	M9PD12
Q0D2K0	M9PD12
P21291	Q24400
P50461	Q24400
Q16527	Q24400
P08684	Q9VG82
P24462	Q9VG82
Q9HB55	Q9VG82
P20815	Q9VG82
P24557	Q9VG82
P30519	Q9VGJ9
P09601	Q9VGJ9
P37235	P42325
P84074	P42325
P61601	P42325
Q12774	Q9VVC6
Q5VV41	Q9VVC6
Q96DR7	Q9VVC6
Q8N5V2	Q9VVC6
Q8IW93	Q9VVC6
P17600	Q24546
O14994	Q24546
Q92777	Q24546
Q8TAQ2	Q9VF03
Q92922	Q9VF03
P0C0S5	P08985
Q71UI9	P08985
P56645	P07663
O15534	P07663
P41212	Q01842
Q9Y603	Q01842
Q08629	Q9VCR3
Q9BQ16	Q9VCR3
Q92563	Q9VCR3
Q9UI08	Q8T4F7
P50552	Q8T4F7
Q8N8S7	Q8T4F7
Q32P51	P07909
Q32P51	P48810
P52564	O62602
P46734	O62602
