X6R8D5	A0A8V1AC92
P13236	Q90826
P16619	Q90826
Q8NHW4	Q90826
P10266	A0A8V0X712
P63132	A0A8V0X712
P63133	A0A8V0X712
P63135	A0A8V0X712
P63136	A0A8V0X712
Q9BXR3	A0A8V0X712
Q9QC07	A0A8V0X712
Q9UQG0	A0A8V0X712
Q9WJR5	A0A8V0X712
P11215	A0A8V0Z045
P20702	A0A8V0Z045
Q13349	A0A8V0Z045
P12524	F1NXY9
P12525	F1NXY9
P12883	A0A8V0X3G2
P13533	A0A8V0X3G2
P13646	A0A8V0ZK24
P19012	A0A8V0ZK24
P13727	A0A1L1RYE4
Q9Y2Y8	A0A1L1RYE4
P13928	A0A8V0Z991
Q5VT79	A0A8V0Z991
P14060	A0A8V0ZZC6
P26439	A0A8V0ZZC6
P14555	A0A8V0ZFS6
Q9UNK4	A0A8V0ZFS6
P16233	A0A8V0ZJ81
P54315	A0A8V0ZJ81
P54317	A0A8V0ZJ81
P16562	A0A1D5PMF4
P54108	A0A1D5PMF4
P17213	A0A8V0YPC7
P18428	A0A8V0YPC7
P17538	H9KYN7
Q6GPI1	H9KYN7
P17612	R4GIN8
P22694	R4GIN8
P20132	A0A8V0X067
Q96GA7	A0A8V0X067
P20382	A0A8V0YAF5
Q16048	A0A8V0YAF5
Q9BQD1	A0A8V0YAF5
P21127	A0A8V0ZD40
Q9UQ88	A0A8V0ZD40
P21217	A0A8V1AG02
P51993	A0A8V1AG02
Q11128	A0A8V1AG02
P21675	A0A8V0YZ12
Q8IZX4	A0A8V0YZ12
P22314	A0A8V1AC19
P41226	A0A8V1AC19
P23258	A0A8V0ZQB5
Q9NRH3	A0A8V0ZQB5
P24311	A0A8V0YNA8
Q8TF08	A0A8V0YNA8
P24386	A0A8V0YYT2
P26374	A0A8V0YYT2
P25024	Q334G8
P25025	Q334G8
P26640	A0A8V0X2N8
Q5ST30	A0A8V0X2N8
P26927	A0A8V1A3H9
Q2TV78	A0A8V1A3H9
P27635	Q08200
Q96L21	Q08200
P29466	A0A8V1AL60
P49662	A0A8V1AL60
P51878	A0A8V1AL60
P31943	A0A8V0YJ12
P55795	A0A8V0YJ12
P32189	A0A8V0X4V1
Q14409	A0A8V0X4V1
Q14410	A0A8V0X4V1
P32322	A0A1D5PKK0
Q96C36	A0A1D5PKK0
P32926	A0A8V0XJB1
Q86SJ6	A0A8V0XJB1
P36959	A0A8V0Y9S7
Q9P2T1	A0A8V0Y9S7
P38159	F1NZD3
Q96E39	F1NZD3
P41227	A0A8V0X2S3
Q9BSU3	A0A8V0X2S3
P41236	Q5F327
Q6NXS1	Q5F327
Q96PQ5	Q5F327
P42229	A0A8V0ZMK5
P51692	A0A8V0ZMK5
P42771	Q7ZT27
P42772	Q7ZT27
P47992	A0A8V0XNC9
Q9UBD3	A0A8V0XNC9
P49753	A0A8V0ZG55
Q3I5F7	A0A8V0ZG55
Q86TX2	A0A8V0ZG55
Q8N9L9	A0A8V0ZG55
P49759	A0A8V1A7H8
Q9HAZ1	A0A8V1A7H8
P49759	E1C4D8
Q9HAZ1	E1C4D8
P51800	A0A8V0Z3K3
P51801	A0A8V0Z3K3
P52435	A0A8V1AC50
Q9GZM3	A0A8V1AC50
Q9H1A7	A0A8V1AC50
P52943	A0A8V0YJ37
Q6Q6R5	A0A8V0YJ37
P55145	A0A8V1A7N4
Q49AH0	A0A8V1A7N4
P55851	Q9DDT7
P55916	Q9DDT7
P56180	A0A8V0XGE1
Q6XPS3	A0A8V0XGE1
P56381	A0A8V0YNP2
Q5VTU8	A0A8V0YNP2
P56748	A0A8V0YAI2
P56750	A0A8V0YAI2
P57764	A0A8V1A342
Q96QA5	A0A8V1A342
Q9BYG8	A0A8V1A342
P58181	A0A8V1A0Q7
Q8NGE5	A0A8V1A0Q7
Q9H207	A0A8V1A0Q7
Q9H208	A0A8V1A0Q7
Q9H209	A0A8V1A0Q7
P58550	A0A8V0ZPW5
Q9H0Q3	A0A8V0ZPW5
P59046	A0A8V0ZLM1
Q7RTR0	A0A8V0ZLM1
Q86W24	A0A8V0ZLM1
Q86W25	A0A8V0ZLM1
Q96MN2	A0A8V0ZLM1
Q96P20	A0A8V0ZLM1
Q9NX02	A0A8V0ZLM1
P60321	A0A8V0XCY9
P60323	A0A8V0XCY9
P61204	A0A8V0ZQU2
P84077	A0A8V0ZQU2
P62942	A0A8V0YN09
P68106	A0A8V0YN09
Q5VVH2	A0A8V0YN09
P69849	A0A8V0ZFY8
Q15155	A0A8V0ZFY8
Q5JPE7	A0A8V0ZFY8
A0A0B4J1U4	A0A8V0ZAI7
A0A0B4J1U4	A0A8V0Z2S1
P03979	A0A8V0ZAI7
P03979	A0A8V0Z2S1
A0A0C4DH28	A0A8V0ZAI7
A0A0C4DH28	A0A8V0Z2S1
A0A0A0MS02	A0A8V0ZAI7
A0A0A0MS02	A0A8V0Z2S1
A0A0C4DH27	A0A8V0ZAI7
A0A0C4DH27	A0A8V0Z2S1
A0A075B6R0	A0A8V0ZAI7
A0A075B6R0	A0A8V0Z2S1
A0A5B9	A0A8V0ZUV2
A0A5B9	A0A8V0ZUM1
A0A5B9	A0A8V0ZPR1
P0DTU4	A0A8V0ZUV2
P0DTU4	A0A8V0ZUM1
P0DTU4	A0A8V0ZPR1
P01850	A0A8V0ZUV2
P01850	A0A8V0ZUM1
P01850	A0A8V0ZPR1
A6NHG4	Q5ZMG0
A6NHG4	A0A8V1A7U4
P30046	Q5ZMG0
P30046	A0A8V1A7U4
C4AMC7	A0A8V0YD94
C4AMC7	Q5ZKA6
A8K0Z3	A0A8V0YD94
A8K0Z3	Q5ZKA6
Q6VEQ5	A0A8V0YD94
Q6VEQ5	Q5ZKA6
A8MWX3	A0A8V0YD94
A8MWX3	Q5ZKA6
Q9NQA3	A0A8V0YD94
Q9NQA3	Q5ZKA6
O15244	A0A8V0XSD3
O15244	A0A8V0XXU8
O15245	A0A8V0XSD3
O15245	A0A8V0XXU8
O15552	A0A8V0XP64
O15552	A0A8V0XRB3
O15552	A0A8V0XN90
O15552	A0A8V0XW27
O15552	A0A8V0XSY1
O15552	A0A8V0XIQ5
O15552	A0A8V0XK43
O15552	A0A8V0XSJ4
O15552	A0A8V0XTS3
O15529	A0A8V0XP64
O15529	A0A8V0XRB3
O15529	A0A8V0XN90
O15529	A0A8V0XW27
O15529	A0A8V0XSY1
O15529	A0A8V0XIQ5
O15529	A0A8V0XK43
O15529	A0A8V0XSJ4
O15529	A0A8V0XTS3
O14843	A0A8V0XP64
O14843	A0A8V0XRB3
O14843	A0A8V0XN90
O14843	A0A8V0XW27
O14843	A0A8V0XSY1
O14843	A0A8V0XIQ5
O14843	A0A8V0XK43
O14843	A0A8V0XSJ4
O14843	A0A8V0XTS3
O43451	A0A8V0X7U5
O43451	A0A8V0XE23
Q2M2H8	A0A8V0X7U5
Q2M2H8	A0A8V0XE23
O60218	A0A8V0YJV4
O60218	A0A8V0YKB8
O60218	E1BVD1
P15121	A0A8V0YJV4
P15121	A0A8V0YKB8
P15121	E1BVD1
O75452	A0A8V1A9H0
O75452	A0A8V1A759
O14756	A0A8V1A9H0
O14756	A0A8V1A759
O76054	A0A8V0X4Q2
O76054	A0A8V0X7L9
Q9UDX4	A0A8V0X4Q2
Q9UDX4	A0A8V0X7L9
O94911	A0A8V1ACU8
O94911	A0A8V1AM50
Q8N139	A0A8V1ACU8
Q8N139	A0A8V1AM50
Q8WWZ4	A0A8V1ACU8
Q8WWZ4	A0A8V1AM50
Q8IUA7	A0A8V1ACU8
Q8IUA7	A0A8V1AM50
O95239	Q90640
O95239	A0A8V0YWI6
Q2VIQ3	Q90640
Q2VIQ3	A0A8V0YWI6
P01009	A0A8V0Z167
P01009	A0A8V0Z1E6
P01009	A0A160F7C1
P01009	A0A8V0Z1J2
P20848	A0A8V0Z167
P20848	A0A8V0Z1E6
P20848	A0A160F7C1
P20848	A0A8V0Z1J2
P01034	R4GLT1
P01034	P01038
P01036	R4GLT1
P01036	P01038
P28325	R4GLT1
P28325	P01038
P01037	R4GLT1
P01037	P01038
P09228	R4GLT1
P09228	P01038
P01766	A0A8V0XA79
P01766	A0A8V0XH58
P01766	A0A8V0XE11
P01766	A0A8V0XGU7
P01766	A0A8V0XL81
P01766	A0A8V0XKS3
P01766	A0A8V0XA97
P01766	A0A8V0XE96
P01766	A0A8V0XE86
P01766	A0A8V0XDT2
P01766	A0A8V0XL67
P01766	A0A8V0XKX6
P01766	A0A8V0XL71
P01766	A0A8V0XKY1
A0A0B4J1X8	A0A8V0XA79
A0A0B4J1X8	A0A8V0XH58
A0A0B4J1X8	A0A8V0XE11
A0A0B4J1X8	A0A8V0XGU7
A0A0B4J1X8	A0A8V0XL81
A0A0B4J1X8	A0A8V0XKS3
A0A0B4J1X8	A0A8V0XA97
A0A0B4J1X8	A0A8V0XE96
A0A0B4J1X8	A0A8V0XE86
A0A0B4J1X8	A0A8V0XDT2
A0A0B4J1X8	A0A8V0XL67
A0A0B4J1X8	A0A8V0XKX6
A0A0B4J1X8	A0A8V0XL71
A0A0B4J1X8	A0A8V0XKY1
P0DTE1	A0A8V0XA79
P0DTE1	A0A8V0XH58
P0DTE1	A0A8V0XE11
P0DTE1	A0A8V0XGU7
P0DTE1	A0A8V0XL81
P0DTE1	A0A8V0XKS3
P0DTE1	A0A8V0XA97
P0DTE1	A0A8V0XE96
P0DTE1	A0A8V0XE86
P0DTE1	A0A8V0XDT2
P0DTE1	A0A8V0XL67
P0DTE1	A0A8V0XKX6
P0DTE1	A0A8V0XL71
P0DTE1	A0A8V0XKY1
P01782	A0A8V0XA79
P01782	A0A8V0XH58
P01782	A0A8V0XE11
P01782	A0A8V0XGU7
P01782	A0A8V0XL81
P01782	A0A8V0XKS3
P01782	A0A8V0XA97
P01782	A0A8V0XE96
P01782	A0A8V0XE86
P01782	A0A8V0XDT2
P01782	A0A8V0XL67
P01782	A0A8V0XKX6
P01782	A0A8V0XL71
P01782	A0A8V0XKY1
A0A0B4J1X5	A0A8V0XA79
A0A0B4J1X5	A0A8V0XH58
A0A0B4J1X5	A0A8V0XE11
A0A0B4J1X5	A0A8V0XGU7
A0A0B4J1X5	A0A8V0XL81
A0A0B4J1X5	A0A8V0XKS3
A0A0B4J1X5	A0A8V0XA97
A0A0B4J1X5	A0A8V0XE96
A0A0B4J1X5	A0A8V0XE86
A0A0B4J1X5	A0A8V0XDT2
A0A0B4J1X5	A0A8V0XL67
A0A0B4J1X5	A0A8V0XKX6
A0A0B4J1X5	A0A8V0XL71
A0A0B4J1X5	A0A8V0XKY1
P01780	A0A8V0XA79
P01780	A0A8V0XH58
P01780	A0A8V0XE11
P01780	A0A8V0XGU7
P01780	A0A8V0XL81
P01780	A0A8V0XKS3
P01780	A0A8V0XA97
P01780	A0A8V0XE96
P01780	A0A8V0XE86
P01780	A0A8V0XDT2
P01780	A0A8V0XL67
P01780	A0A8V0XKX6
P01780	A0A8V0XL71
P01780	A0A8V0XKY1
P0DP02	A0A8V0XA79
P0DP02	A0A8V0XH58
P0DP02	A0A8V0XE11
P0DP02	A0A8V0XGU7
P0DP02	A0A8V0XL81
P0DP02	A0A8V0XKS3
P0DP02	A0A8V0XA97
P0DP02	A0A8V0XE96
P0DP02	A0A8V0XE86
P0DP02	A0A8V0XDT2
P0DP02	A0A8V0XL67
P0DP02	A0A8V0XKX6
P0DP02	A0A8V0XL71
P0DP02	A0A8V0XKY1
P01768	A0A8V0XA79
P01768	A0A8V0XH58
P01768	A0A8V0XE11
P01768	A0A8V0XGU7
P01768	A0A8V0XL81
P01768	A0A8V0XKS3
P01768	A0A8V0XA97
P01768	A0A8V0XE96
P01768	A0A8V0XE86
P01768	A0A8V0XDT2
P01768	A0A8V0XL67
P01768	A0A8V0XKX6
P01768	A0A8V0XL71
P01768	A0A8V0XKY1
P01763	A0A8V0XA79
P01763	A0A8V0XH58
P01763	A0A8V0XE11
P01763	A0A8V0XGU7
P01763	A0A8V0XL81
P01763	A0A8V0XKS3
P01763	A0A8V0XA97
P01763	A0A8V0XE96
P01763	A0A8V0XE86
P01763	A0A8V0XDT2
P01763	A0A8V0XL67
P01763	A0A8V0XKX6
P01763	A0A8V0XL71
P01763	A0A8V0XKY1
A0A075B7D8	A0A8V0XA79
A0A075B7D8	A0A8V0XH58
A0A075B7D8	A0A8V0XE11
A0A075B7D8	A0A8V0XGU7
A0A075B7D8	A0A8V0XL81
A0A075B7D8	A0A8V0XKS3
A0A075B7D8	A0A8V0XA97
A0A075B7D8	A0A8V0XE96
A0A075B7D8	A0A8V0XE86
A0A075B7D8	A0A8V0XDT2
A0A075B7D8	A0A8V0XL67
A0A075B7D8	A0A8V0XKX6
A0A075B7D8	A0A8V0XL71
A0A075B7D8	A0A8V0XKY1
P0DP04	A0A8V0XA79
P0DP04	A0A8V0XH58
P0DP04	A0A8V0XE11
P0DP04	A0A8V0XGU7
P0DP04	A0A8V0XL81
P0DP04	A0A8V0XKS3
P0DP04	A0A8V0XA97
P0DP04	A0A8V0XE96
P0DP04	A0A8V0XE86
P0DP04	A0A8V0XDT2
P0DP04	A0A8V0XL67
P0DP04	A0A8V0XKX6
P0DP04	A0A8V0XL71
P0DP04	A0A8V0XKY1
P01762	A0A8V0XA79
P01762	A0A8V0XH58
P01762	A0A8V0XE11
P01762	A0A8V0XGU7
P01762	A0A8V0XL81
P01762	A0A8V0XKS3
P01762	A0A8V0XA97
P01762	A0A8V0XE96
P01762	A0A8V0XE86
P01762	A0A8V0XDT2
P01762	A0A8V0XL67
P01762	A0A8V0XKX6
P01762	A0A8V0XL71
P01762	A0A8V0XKY1
A0A075B7F1	A0A8V0XA79
A0A075B7F1	A0A8V0XH58
A0A075B7F1	A0A8V0XE11
A0A075B7F1	A0A8V0XGU7
A0A075B7F1	A0A8V0XL81
A0A075B7F1	A0A8V0XKS3
A0A075B7F1	A0A8V0XA97
A0A075B7F1	A0A8V0XE96
A0A075B7F1	A0A8V0XE86
A0A075B7F1	A0A8V0XDT2
A0A075B7F1	A0A8V0XL67
A0A075B7F1	A0A8V0XKX6
A0A075B7F1	A0A8V0XL71
A0A075B7F1	A0A8V0XKY1
A0A0B4J1V1	A0A8V0XA79
A0A0B4J1V1	A0A8V0XH58
A0A0B4J1V1	A0A8V0XE11
A0A0B4J1V1	A0A8V0XGU7
A0A0B4J1V1	A0A8V0XL81
A0A0B4J1V1	A0A8V0XKS3
A0A0B4J1V1	A0A8V0XA97
A0A0B4J1V1	A0A8V0XE96
A0A0B4J1V1	A0A8V0XE86
A0A0B4J1V1	A0A8V0XDT2
A0A0B4J1V1	A0A8V0XL67
A0A0B4J1V1	A0A8V0XKX6
A0A0B4J1V1	A0A8V0XL71
A0A0B4J1V1	A0A8V0XKY1
S4R3C0	A0A8V0XA79
S4R3C0	A0A8V0XH58
S4R3C0	A0A8V0XE11
S4R3C0	A0A8V0XGU7
S4R3C0	A0A8V0XL81
S4R3C0	A0A8V0XKS3
S4R3C0	A0A8V0XA97
S4R3C0	A0A8V0XE96
S4R3C0	A0A8V0XE86
S4R3C0	A0A8V0XDT2
S4R3C0	A0A8V0XL67
S4R3C0	A0A8V0XKX6
S4R3C0	A0A8V0XL71
S4R3C0	A0A8V0XKY1
A0A075B7F0	A0A8V0XA79
A0A075B7F0	A0A8V0XH58
A0A075B7F0	A0A8V0XE11
A0A075B7F0	A0A8V0XGU7
A0A075B7F0	A0A8V0XL81
A0A075B7F0	A0A8V0XKS3
A0A075B7F0	A0A8V0XA97
A0A075B7F0	A0A8V0XE96
A0A075B7F0	A0A8V0XE86
A0A075B7F0	A0A8V0XDT2
A0A075B7F0	A0A8V0XL67
A0A075B7F0	A0A8V0XKX6
A0A075B7F0	A0A8V0XL71
A0A075B7F0	A0A8V0XKY1
A0A0B4J1V0	A0A8V0XA79
A0A0B4J1V0	A0A8V0XH58
A0A0B4J1V0	A0A8V0XE11
A0A0B4J1V0	A0A8V0XGU7
A0A0B4J1V0	A0A8V0XL81
A0A0B4J1V0	A0A8V0XKS3
A0A0B4J1V0	A0A8V0XA97
A0A0B4J1V0	A0A8V0XE96
A0A0B4J1V0	A0A8V0XE86
A0A0B4J1V0	A0A8V0XDT2
A0A0B4J1V0	A0A8V0XL67
A0A0B4J1V0	A0A8V0XKX6
A0A0B4J1V0	A0A8V0XL71
A0A0B4J1V0	A0A8V0XKY1
P01764	A0A8V0XA79
P01764	A0A8V0XH58
P01764	A0A8V0XE11
P01764	A0A8V0XGU7
P01764	A0A8V0XL81
P01764	A0A8V0XKS3
P01764	A0A8V0XA97
P01764	A0A8V0XE96
P01764	A0A8V0XE86
P01764	A0A8V0XDT2
P01764	A0A8V0XL67
P01764	A0A8V0XKX6
P01764	A0A8V0XL71
P01764	A0A8V0XKY1
A0A0J9YY99	A0A8V0XA79
A0A0J9YY99	A0A8V0XH58
A0A0J9YY99	A0A8V0XE11
A0A0J9YY99	A0A8V0XGU7
A0A0J9YY99	A0A8V0XL81
A0A0J9YY99	A0A8V0XKS3
A0A0J9YY99	A0A8V0XA97
A0A0J9YY99	A0A8V0XE96
A0A0J9YY99	A0A8V0XE86
A0A0J9YY99	A0A8V0XDT2
A0A0J9YY99	A0A8V0XL67
A0A0J9YY99	A0A8V0XKX6
A0A0J9YY99	A0A8V0XL71
A0A0J9YY99	A0A8V0XKY1
A0A0C4DH30	A0A8V0XA79
A0A0C4DH30	A0A8V0XH58
A0A0C4DH30	A0A8V0XE11
A0A0C4DH30	A0A8V0XGU7
A0A0C4DH30	A0A8V0XL81
A0A0C4DH30	A0A8V0XKS3
A0A0C4DH30	A0A8V0XA97
A0A0C4DH30	A0A8V0XE96
A0A0C4DH30	A0A8V0XE86
A0A0C4DH30	A0A8V0XDT2
A0A0C4DH30	A0A8V0XL67
A0A0C4DH30	A0A8V0XKX6
A0A0C4DH30	A0A8V0XL71
A0A0C4DH30	A0A8V0XKY1
A0A0B4J2B5	A0A8V0XA79
A0A0B4J2B5	A0A8V0XH58
A0A0B4J2B5	A0A8V0XE11
A0A0B4J2B5	A0A8V0XGU7
A0A0B4J2B5	A0A8V0XL81
A0A0B4J2B5	A0A8V0XKS3
A0A0B4J2B5	A0A8V0XA97
A0A0B4J2B5	A0A8V0XE96
A0A0B4J2B5	A0A8V0XE86
A0A0B4J2B5	A0A8V0XDT2
A0A0B4J2B5	A0A8V0XL67
A0A0B4J2B5	A0A8V0XKX6
A0A0B4J2B5	A0A8V0XL71
A0A0B4J2B5	A0A8V0XKY1
P01772	A0A8V0XA79
P01772	A0A8V0XH58
P01772	A0A8V0XE11
P01772	A0A8V0XGU7
P01772	A0A8V0XL81
P01772	A0A8V0XKS3
P01772	A0A8V0XA97
P01772	A0A8V0XE96
P01772	A0A8V0XE86
P01772	A0A8V0XDT2
P01772	A0A8V0XL67
P01772	A0A8V0XKX6
P01772	A0A8V0XL71
P01772	A0A8V0XKY1
A0A0C4DH36	A0A8V0XA79
A0A0C4DH36	A0A8V0XH58
A0A0C4DH36	A0A8V0XE11
A0A0C4DH36	A0A8V0XGU7
A0A0C4DH36	A0A8V0XL81
A0A0C4DH36	A0A8V0XKS3
A0A0C4DH36	A0A8V0XA97
A0A0C4DH36	A0A8V0XE96
A0A0C4DH36	A0A8V0XE86
A0A0C4DH36	A0A8V0XDT2
A0A0C4DH36	A0A8V0XL67
A0A0C4DH36	A0A8V0XKX6
A0A0C4DH36	A0A8V0XL71
A0A0C4DH36	A0A8V0XKY1
A0A0C4DH35	A0A8V0XA79
A0A0C4DH35	A0A8V0XH58
A0A0C4DH35	A0A8V0XE11
A0A0C4DH35	A0A8V0XGU7
A0A0C4DH35	A0A8V0XL81
A0A0C4DH35	A0A8V0XKS3
A0A0C4DH35	A0A8V0XA97
A0A0C4DH35	A0A8V0XE96
A0A0C4DH35	A0A8V0XE86
A0A0C4DH35	A0A8V0XDT2
A0A0C4DH35	A0A8V0XL67
A0A0C4DH35	A0A8V0XKX6
A0A0C4DH35	A0A8V0XL71
A0A0C4DH35	A0A8V0XKY1
A0A0C4DH32	A0A8V0XA79
A0A0C4DH32	A0A8V0XH58
A0A0C4DH32	A0A8V0XE11
A0A0C4DH32	A0A8V0XGU7
A0A0C4DH32	A0A8V0XL81
A0A0C4DH32	A0A8V0XKS3
A0A0C4DH32	A0A8V0XA97
A0A0C4DH32	A0A8V0XE96
A0A0C4DH32	A0A8V0XE86
A0A0C4DH32	A0A8V0XDT2
A0A0C4DH32	A0A8V0XL67
A0A0C4DH32	A0A8V0XKX6
A0A0C4DH32	A0A8V0XL71
A0A0C4DH32	A0A8V0XKY1
A0A0C4DH42	A0A8V0XA79
A0A0C4DH42	A0A8V0XH58
A0A0C4DH42	A0A8V0XE11
A0A0C4DH42	A0A8V0XGU7
A0A0C4DH42	A0A8V0XL81
A0A0C4DH42	A0A8V0XKS3
A0A0C4DH42	A0A8V0XA97
A0A0C4DH42	A0A8V0XE96
A0A0C4DH42	A0A8V0XE86
A0A0C4DH42	A0A8V0XDT2
A0A0C4DH42	A0A8V0XL67
A0A0C4DH42	A0A8V0XKX6
A0A0C4DH42	A0A8V0XL71
A0A0C4DH42	A0A8V0XKY1
A0A0J9YX35	A0A8V0XA79
A0A0J9YX35	A0A8V0XH58
A0A0J9YX35	A0A8V0XE11
A0A0J9YX35	A0A8V0XGU7
A0A0J9YX35	A0A8V0XL81
A0A0J9YX35	A0A8V0XKS3
A0A0J9YX35	A0A8V0XA97
A0A0J9YX35	A0A8V0XE96
A0A0J9YX35	A0A8V0XE86
A0A0J9YX35	A0A8V0XDT2
A0A0J9YX35	A0A8V0XL67
A0A0J9YX35	A0A8V0XKX6
A0A0J9YX35	A0A8V0XL71
A0A0J9YX35	A0A8V0XKY1
A0A075B6Q5	A0A8V0XA79
A0A075B6Q5	A0A8V0XH58
A0A075B6Q5	A0A8V0XE11
A0A075B6Q5	A0A8V0XGU7
A0A075B6Q5	A0A8V0XL81
A0A075B6Q5	A0A8V0XKS3
A0A075B6Q5	A0A8V0XA97
A0A075B6Q5	A0A8V0XE96
A0A075B6Q5	A0A8V0XE86
A0A075B6Q5	A0A8V0XDT2
A0A075B6Q5	A0A8V0XL67
A0A075B6Q5	A0A8V0XKX6
A0A075B6Q5	A0A8V0XL71
A0A075B6Q5	A0A8V0XKY1
A0A0B4J1Y9	A0A8V0XA79
A0A0B4J1Y9	A0A8V0XH58
A0A0B4J1Y9	A0A8V0XE11
A0A0B4J1Y9	A0A8V0XGU7
A0A0B4J1Y9	A0A8V0XL81
A0A0B4J1Y9	A0A8V0XKS3
A0A0B4J1Y9	A0A8V0XA97
A0A0B4J1Y9	A0A8V0XE96
A0A0B4J1Y9	A0A8V0XE86
A0A0B4J1Y9	A0A8V0XDT2
A0A0B4J1Y9	A0A8V0XL67
A0A0B4J1Y9	A0A8V0XKX6
A0A0B4J1Y9	A0A8V0XL71
A0A0B4J1Y9	A0A8V0XKY1
P0DP03	A0A8V0XA79
P0DP03	A0A8V0XH58
P0DP03	A0A8V0XE11
P0DP03	A0A8V0XGU7
P0DP03	A0A8V0XL81
P0DP03	A0A8V0XKS3
P0DP03	A0A8V0XA97
P0DP03	A0A8V0XE96
P0DP03	A0A8V0XE86
P0DP03	A0A8V0XDT2
P0DP03	A0A8V0XL67
P0DP03	A0A8V0XKX6
P0DP03	A0A8V0XL71
P0DP03	A0A8V0XKY1
A0A0B4J1V6	A0A8V0XA79
A0A0B4J1V6	A0A8V0XH58
A0A0B4J1V6	A0A8V0XE11
A0A0B4J1V6	A0A8V0XGU7
A0A0B4J1V6	A0A8V0XL81
A0A0B4J1V6	A0A8V0XKS3
A0A0B4J1V6	A0A8V0XA97
A0A0B4J1V6	A0A8V0XE96
A0A0B4J1V6	A0A8V0XE86
A0A0B4J1V6	A0A8V0XDT2
A0A0B4J1V6	A0A8V0XL67
A0A0B4J1V6	A0A8V0XKX6
A0A0B4J1V6	A0A8V0XL71
A0A0B4J1V6	A0A8V0XKY1
A0A0A0MS15	A0A8V0XA79
A0A0A0MS15	A0A8V0XH58
A0A0A0MS15	A0A8V0XE11
A0A0A0MS15	A0A8V0XGU7
A0A0A0MS15	A0A8V0XL81
A0A0A0MS15	A0A8V0XKS3
A0A0A0MS15	A0A8V0XA97
A0A0A0MS15	A0A8V0XE96
A0A0A0MS15	A0A8V0XE86
A0A0A0MS15	A0A8V0XDT2
A0A0A0MS15	A0A8V0XL67
A0A0A0MS15	A0A8V0XKX6
A0A0A0MS15	A0A8V0XL71
A0A0A0MS15	A0A8V0XKY1
A0A075B7B8	A0A8V0XA79
A0A075B7B8	A0A8V0XH58
A0A075B7B8	A0A8V0XE11
A0A075B7B8	A0A8V0XGU7
A0A075B7B8	A0A8V0XL81
A0A075B7B8	A0A8V0XKS3
A0A075B7B8	A0A8V0XA97
A0A075B7B8	A0A8V0XE96
A0A075B7B8	A0A8V0XE86
A0A075B7B8	A0A8V0XDT2
A0A075B7B8	A0A8V0XL67
A0A075B7B8	A0A8V0XKX6
A0A075B7B8	A0A8V0XL71
A0A075B7B8	A0A8V0XKY1
P01767	A0A8V0XA79
P01767	A0A8V0XH58
P01767	A0A8V0XE11
P01767	A0A8V0XGU7
P01767	A0A8V0XL81
P01767	A0A8V0XKS3
P01767	A0A8V0XA97
P01767	A0A8V0XE96
P01767	A0A8V0XE86
P01767	A0A8V0XDT2
P01767	A0A8V0XL67
P01767	A0A8V0XKX6
P01767	A0A8V0XL71
P01767	A0A8V0XKY1
A0A075B7E8	A0A8V0XA79
A0A075B7E8	A0A8V0XH58
A0A075B7E8	A0A8V0XE11
A0A075B7E8	A0A8V0XGU7
A0A075B7E8	A0A8V0XL81
A0A075B7E8	A0A8V0XKS3
A0A075B7E8	A0A8V0XA97
A0A075B7E8	A0A8V0XE96
A0A075B7E8	A0A8V0XE86
A0A075B7E8	A0A8V0XDT2
A0A075B7E8	A0A8V0XL67
A0A075B7E8	A0A8V0XKX6
A0A075B7E8	A0A8V0XL71
A0A075B7E8	A0A8V0XKY1
P01920	P23068
P01920	A0A8V0XEW4
P01920	A0A8V0XHS9
P01920	A0A8V0X5I7
P01920	A0A8V0XF37
P01920	A0A8V0X9R3
P01920	A0A8V0X901
P13765	P23068
P13765	A0A8V0XEW4
P13765	A0A8V0XHS9
P13765	A0A8V0X5I7
P13765	A0A8V0XF37
P13765	A0A8V0X9R3
P13765	A0A8V0X901
P01911	P23068
P01911	A0A8V0XEW4
P01911	A0A8V0XHS9
P01911	A0A8V0X5I7
P01911	A0A8V0XF37
P01911	A0A8V0X9R3
P01911	A0A8V0X901
Q30154	P23068
Q30154	A0A8V0XEW4
Q30154	A0A8V0XHS9
Q30154	A0A8V0X5I7
Q30154	A0A8V0XF37
Q30154	A0A8V0X9R3
Q30154	A0A8V0X901
P79483	P23068
P79483	A0A8V0XEW4
P79483	A0A8V0XHS9
P79483	A0A8V0X5I7
P79483	A0A8V0XF37
P79483	A0A8V0X9R3
P79483	A0A8V0X901
P13762	P23068
P13762	A0A8V0XEW4
P13762	A0A8V0XHS9
P13762	A0A8V0X5I7
P13762	A0A8V0XF37
P13762	A0A8V0X9R3
P13762	A0A8V0X901
P05538	P23068
P05538	A0A8V0XEW4
P05538	A0A8V0XHS9
P05538	A0A8V0X5I7
P05538	A0A8V0XF37
P05538	A0A8V0X9R3
P05538	A0A8V0X901
P04440	P23068
P04440	A0A8V0XEW4
P04440	A0A8V0XHS9
P04440	A0A8V0X5I7
P04440	A0A8V0XF37
P04440	A0A8V0X9R3
P04440	A0A8V0X901
P02741	A0A8V1AFT9
P02741	A0A8V1AHG8
P02743	A0A8V1AFT9
P02743	A0A8V1AHG8
P02787	A0A8V0ZZF1
P02787	P02789
P02788	A0A8V0ZZF1
P02788	P02789
P03986	A0A8V0Z2S1
P03986	A0A1D5PLB4
