X6R8D5	Q8K168
Q9UPR3	Q6ZPY2
Q9UPR5	Q8K596
Q9UPR6	E9Q5M4
Q9UPS6	Q8CFT2
Q9UPS8	Q811D2
Q9UPT5	O35250
Q9UPT6	Q9ESN9
Q9UPT8	Q6ZPZ3
Q9UPT9	Q5DU02
Q9UPU3	Q8VI51
Q9UPU5	B1AY13
Q9UPU7	Q3U0J8
Q9UPU9	Q8CBY1
Q9UPV0	Q5DU05
Q9UPV7	Q80TL4
Q8N103	B2RWW0
Q8N103	P0CAX8
Q8IXT5	Q66JV4
Q8IXT5	Q80YR9
Q86WB7	B2RWK3
Q86WB7	Q710D3
Q86UC2	Q3UFY4
Q86UC2	Q9DA80
Q7Z3T1	Q5NCC8
Q7Z3T1	Q5NCD6
Q7RTR0	Q66X01
Q7RTR0	Q66X03
Q7RTR0	Q66X22
Q6ZUS5	E9Q3K0
Q6ZUS5	E9Q6D3
Q6ZUS5	E9Q8Z1
Q6ZUS5	Q9D496
Q6ZRH7	C6KI89
Q6ZRH7	E9Q355
Q6X9E4	A0A1D5RLF0
Q6X9E4	E9PXM9
Q6X9E4	E9Q8A4
Q6X9E4	F7C9P2
Q6X9E4	L7N1X6
Q6X9E4	Q3TSA9
Q6X9E4	Q497Z0
Q6X9E4	Q5U467
Q6X9E4	Q5XG67
Q6X9E4	Q8BI38
Q6X9E4	Q8BI57
Q6X9E4	Q8BI58
Q6X9E4	Q8C2W8
Q6X9E4	Q8C2Y5
Q6UWW8	Q63880
Q6UWW8	Q8VCU1
Q6UWM5	A0A1W2P7V2
Q6UWM5	Q9DAG6
Q6IFN5	E9PX82
Q6IFN5	Q0VAX9
Q9Y6R7	E9PVG8
Q9Y6R7	E9Q9C6
Q9Y5P1	F8VPZ8
Q9Y5P1	F8VQ01
Q9Y5P0	F8VPZ8
Q9Y5P0	F8VQ01
Q9Y5E5	E9Q5G2
Q9Y5E5	Q8CDY9
Q9Y5E5	Q91XZ5
Q9Y5E4	Q91UZ8
Q9Y5E4	Q91VE5
Q9Y5E4	Q91XZ2
Q9Y5E4	Q91XZ4
Q9Y5E4	Q91XZ6
Q9Y5E4	Q91Y07
Q9Y3N9	A0A140T8K7
Q9Y3N9	Q7TQT8
Q9Y305	Q32MW3
Q9Y305	Q9R0X4
Q9UMR7	Q8JZX6
Q9UMR7	Q9QZ15
Q9UIL8	A6H5X4
Q9UIL8	B4XVP9
Q9UIL8	B4XVQ1
Q9UIL8	Q8BVM9
Q9UHP7	Q80XD9
Q9UHP7	Q8C1T8
Q9UHP7	Q8VI21
Q9UHP7	Q91V08
Q9UHP7	Q9D676
Q9UHP7	Q9WVF9
Q9UGF6	A2RT31
Q9UGF6	Q7TRK1
Q9NYW0	Q7M722
Q9NYW0	Q7M723
Q9NYW0	Q7M725
Q9NYW0	Q9JKT4
Q9NQM4	Q3KNI6
Q9NQM4	Q8C6P5
Q9NP55	P97361
Q9NP55	Q9CQX3
Q9HCG8	A2AK42
Q9HCG8	A2AK44
Q9HCG8	Q8C5N3
Q9H8H3	G3X9G9
Q9H8H3	Q5I0W6
Q9H8H3	Q8C6B0
Q9H3Q3	Q3ULK5
Q9H3Q3	Q6XQH0
Q9H340	A0A1B0GSF4
Q9H340	E9Q382
Q9H2W1	Q99N07
Q9H2W1	Q99N08
Q9H2W1	Q99N09
Q9H2C8	E9PZ66
Q9H2C8	F8VQI7
Q9H2C5	E9PYY2
Q9H2C5	E9Q7C5
Q9H210	E9Q725
Q9H210	Q8VG49
Q9H207	Q7TRN0
Q9H207	Q920G5
Q9GZX6	Q9JJY8
Q9GZX6	Q9JJY9
Q9GZM6	Q7TRB8
Q9GZM6	Q9EQ98
Q9GZK3	K9J6X0
Q9GZK3	Q7TQU5
Q9C000	A1Z198
Q9C000	Q2LKU9
Q9BZ81	A2A9Q9
Q9BZ81	Q14AN0
Q9BYR4	A2A4L9
Q9BYR4	B1AQA8
Q9BYR4	B1AQB0
Q9BYR4	Q3V4B7
Q9BYJ4	K7N6K2
Q9BYJ4	Q99PP6
Q9BYG8	Q2KHK6
Q9BYG8	Q3TR54
Q9BYG8	Q8CB12
Q9BYG8	Q99NB5
Q9BY78	E9PVG0
Q9BY78	Q8BUH7
Q9BWD1	Q80X81
Q9BWD1	Q8CAY6
Q9BW19	E9PUA5
Q9BW19	Q9QWT9
Q9BUE6	I3ITR1
Q9BUE6	Q9D924
Q9BSU3	Q3UX61
Q9BSU3	Q9CQX6
Q9BSK4	Q8C0T1
Q9BSK4	Q9Z2G1
Q9BQ08	Q8K426
Q9BQ08	Q99P86
Q99551	B9EJ57
Q99551	Q8CHZ9
Q99445	E9PX31
Q99445	G5E8L7
Q96S44	Q5U452
Q96S44	Q99PW4
Q96RD1	Q8VFH8
Q96RD1	Q8VGJ2
Q96RB7	A2ATE0
Q96RB7	Q7TR89
Q96R67	A2AUA4
Q96R67	Q8VEZ1
Q96R54	Q7TS02
Q96R54	Q7TS03
Q96R54	Q8VFN8
Q96R47	K9J725
Q96R47	Q8VFS5
Q96R47	Q8VFS6
Q96R08	Q8VFW9
Q96R08	Q8VFX1
Q96MN2	Q3TKR3
Q96MN2	Q66X05
Q96MN2	Q66X19
Q96MN2	Q8BU40
Q96M83	E9Q9Y3
Q96M83	Q9D541
Q96H86	E9PZQ8
Q96H86	E9QAP1
Q96H86	G3X941
Q96H86	Q8BHM7
Q96GC6	Q921B4
Q96GC6	Q923B3
Q96F15	Q8BWF2
Q96F15	Q99MI6
Q96D42	F2Z474
Q96D42	Q5QNS5
Q96D42	Q8R183
Q96D42	A0A0B4J1F6
Q96D42	F2Z474
Q96D42	Q5QNS5
Q6IEV9	A2ATJ7
Q6IEV9	A2ATJ9
Q6IEV9	Q8VGF5
Q969N4	Q5QD05
Q969N4	Q5QD06
Q969N4	Q5QD07
Q8WZ94	Q8VEZ0
Q8WZ94	Q8VG42
Q8WZ92	A0A140LJF5
Q8WZ92	Q7TRU6
Q8WZ92	Q7TRU9
Q8WZ92	Q8VEW2
Q8WZ92	Q8VEW5
Q8WZ92	Q8VEW6
Q8WZ92	Q8VF12
Q8WZ92	Q8VF65
Q8WZ92	Q8VF66
Q8WZ92	Q8VFD1
Q8WZ92	Q8VFD2
Q8WZ92	Q8VFD3
Q8WZ92	Q8VG02
Q8WZ92	Q8VG03
Q8WZ92	Q8VG04
Q8WZ92	Q8VG05
Q8WZ92	Q8VG07
Q8WZ92	Q8VG08
Q8WZ92	Q8VG09
Q8WZ92	Q8VG13
Q8WZ84	Q7TRB7
Q8WZ84	Q9EQ99
Q8WZ84	Q9EQA0
Q8WYN0	A0A0G2JFS9
Q8WYN0	Q8C9S8
Q8WYK1	Q0V8T7
Q8WYK1	Q0V8T8
Q8WYK1	Q0V8T9
Q8WXX0	A0A087WR13
Q8WXX0	A0A571BD48
Q8WXX0	E9Q0T8
Q8WW43	Q8C7N7
Q8WW43	Q9DCZ9
Q8TDQ1	Q6SJQ7
Q8TDQ1	Q8VCH2
Q8TAZ6	Q9DAC0
Q8TAZ6	Q9DAR1
Q8TAP9	J3QQ10
Q8TAP9	Q9D011
Q8NHV9	Q4TU83
Q8NHV9	Q810N8
Q8NHC7	B2RVZ1
Q8NHC7	F8VQ84
Q8NHC7	Q7TS04
Q8NHC7	Q7TS05
Q8NHC7	Q7TS07
Q8NHC7	Q7TS08
Q8NHC7	Q7TS10
Q8NH73	A0A1L1SQ65
Q8NH73	A0A1L1STD5
Q8NH72	A2AV11
Q8NH72	Q8VG58
Q8NH69	Q7TR45
Q8NH69	Q7TR48
Q8NH69	Q8VFQ8
Q8NH59	K7N6B1
Q8NH59	Q8VH20
Q8NH54	Q3SXH8
Q8NH54	Q8VGV0
Q8NH51	A0A1L1STZ9
Q8NH51	A0A1L1SUC9
Q8NH51	A2AK60
Q8NH51	Q7TR63
Q8NH51	Q7TR67
Q8NH51	Q7TR70
Q8NH51	Q8VF52
Q8NH51	Q8VGA6
Q8NH51	Q8VGS0
Q8NH51	Q8VGS7
Q8NH50	A2ARZ0
Q8NH50	Q7TR76
Q8NH48	Q7TQR2
Q8NH48	Q8VFW1
Q8NH48	Q8VFW5
Q8NH43	E9PZU2
Q8NH43	K7N5X7
Q8NH41	A2RTN7
Q8NH41	E9Q8X3
Q8NH19	A0A1L1SRZ5
Q8NH19	A0A1L1STN9
Q8NH19	A0A2I3BR64
Q8NH19	Q8VGT9
Q8NH09	A0A0U1RP76
Q8NH09	Q8VGU2
Q8NH06	B1ARL3
Q8NH06	Q7TRX0
Q8NGZ0	G5E8J1
Q8NGZ0	Q7TS53
Q8NGZ0	Q8VGL6
Q8NGY0	E9Q1L6
Q8NGY0	F8VQB1
Q8NGV0	Q60883
Q8NGV0	Q7TQT0
Q8NGV0	Q7TQT1
Q8NGV0	Q8VFA3
Q8NGV0	Q8VFA4
Q8NGV0	Q8VFA6
Q8NGV0	Q8VFA7
Q8NGS0	Q8VGK0
Q8NGS0	Q8VGK1
Q8NGQ6	Q7TQQ2
Q8NGQ6	Q8VG65
Q8NGQ6	Q8VG66
Q8NGQ4	Q8VEZ5
Q8NGQ4	Q8VGP8
Q8NGP4	A2ATE5
Q8NGP4	Q8VFK5
Q8NGP3	A0A1L1ST14
Q8NGP3	Q7TR85
Q8NGN7	Q7TRA9
Q8NGN7	Q8VET5
Q8NGN7	Q9EQ84
Q8NGM1	Q7TQZ9
Q8NGM1	Q7TR09
Q8NGL9	Q3SXJ3
Q8NGL9	Q8VF94
Q8NGL9	Q8VG21
Q8NGL3	Q7TR28
Q8NGL3	Q8VFR4
Q8NGK2	A0A1B0GSG0
Q8NGK2	E9PXN3
Q8NGI8	A0PK57
Q8NGI8	E9Q9Z6
Q8NGI8	Q7TQR7
Q8NGI8	Q7TQR9
Q8NGI8	Q8VF59
Q8NGI3	Q7TRP7
Q8NGI3	Q7TRU7
Q8NGI2	Q7TRU8
Q8NGI2	Q8VGV5
Q8NGI1	A0A1B0GSI9
Q8NGI1	Q99NH4
Q8NGI0	Q8VGW3
Q8NGI0	Q8VH00
Q8NGH8	Q7TRN8
Q8NGH8	Q8VGV1
Q8NGG7	Q60893
Q8NGG7	Q8VGE3
Q8NGG6	Q7TRE4
Q8NGG6	Q7TRE5
Q8NGG6	Q7TRE6
Q8NGG2	A3KPP7
Q8NGG2	Q8VFL9
Q8NGF9	A0A1L1SQ02
Q8NGF9	A2ATW2
Q8NGF9	Q8VEZ2
Q8NGF9	Q8VEZ3
Q8NGF8	Q8VGN8
Q8NGF8	Q8VGP3
Q8NGF8	Q7TQZ0
Q8NGF8	Q8VGP3
Q8NGF6	A0A140LHU2
Q8NGF6	Q7TQQ5
Q8NGF1	Q8VGV9
Q8NGF1	Q8VGW0
Q8NGF1	Q8VGZ2
Q8NGE7	Q8VFU6
Q8NGE7	Q8VFU7
Q8NGE2	Q7TRI6
Q8NGE2	Q8VG33
Q8NGE0	A0A2I3BRI6
Q8NGE0	E9PZS7
Q8NGD1	Q14AK5
Q8NGD1	Q8VFT5
Q8NGC9	E9PXH6
Q8NGC9	E9Q438
Q8NGC8	E9Q840
Q8NGC8	E9Q9Z0
Q8NGC4	L7N457
Q8NGC4	Q8VF72
Q8NGC3	E9PWU0
Q8NGC3	E9PZZ6
Q8NGC1	E9PV79
Q8NGC1	E9Q1P0
Q8NGC1	L7N1X7
Q8NGC1	Q7TRM0
Q8NG97	E9Q4J3
Q8NG97	Q7TRY2
Q8NG95	Q7TRG8
Q8NG95	Q7TRG9
Q8NG84	A0A0N4SVP2
Q8NG84	L7MTY4
Q8NG84	Q5NCD7
Q8NG84	Q7TRZ4
Q8NG75	Q8VES2
Q8NG75	Q8VF13
Q8NAM6	A0A1B0GRE8
Q8NAM6	A0A1B0GRH6
Q8NAM6	A0A1C7CYU6
Q8NAM6	A0A1C7CYV3
Q8NAM6	A7KBS4
Q8NAM6	E9Q3G0
Q8NAM6	Q3URS2
Q8NAM6	Q80VJ6
Q8NA77	Q99MV2
Q8NA77	Q9D5S1
Q8N7B9	A0A1D5RLM8
Q8N7B9	Q80X60
Q8N349	Q8VF05
Q8N349	Q8VGX2
Q8N104	Q7TNV8
Q8N104	Q8R2I5
A0A075B6N1	A0A0B4J1H4
A0A075B6N1	P04212
A0A075B6T8	A0A075B621
A0A075B6T8	A0A075B6B9
A0A075B6T8	A0A075B6D4
A0A075B6W5	A0A075B607
A0A075B6W5	A0A075B619
A0A075B6W5	A0A075B6B1
A0A075B6W5	A0A0G2JDF5
A0A075B6W5	A0A0G2JF94
A0A075B6X5	A0A075B626
A0A075B6X5	A0A075B648
A0A075B6X5	A0A075B6A4
A0A075B6X5	A0N8N6
A0A075B6X5	A0N8R0
A0A075B6X5	A0N8R1
A0A075B6X5	P06323
A0A0A0MS06	A0A075B5I9
A0A0A0MS06	A0A075B5J0
A0A0A0MS06	P01734
A0A0A6YYD4	A0A0B4J1H0
A0A0A6YYD4	A0A0B4J1H1
A0A0A6YYJ7	A0A075B631
A0A0A6YYJ7	A0A075B647
A0A0A6YYJ7	A0A075B685
A0A0A6YYJ7	A0A075B695
A0A0A6YYJ7	A0A0B4J1K2
A0A0A6YYJ7	A0A0G2JDP3
A0A0A6YYJ7	P01738
A0A0A6YYK7	A0A075B617
A0A0A6YYK7	A0A075B634
A0A0A6YYK7	A0A075B653
A0A0B4J241	A0A075B5Z7
A0A0B4J241	A0A075B622
A0A0B4J241	A0A075B642
A0A0B4J241	A0A075B652
A0A0B4J241	Q5R1F6
A0A0B4J249	A0A075B654
A0A0B4J249	A0A0G2JEM0
A0A0B4J249	Q5R1C3
A0A0B4J249	Q5R1I8
A0A0B4J275	A0A075B633
A0A0B4J275	Q5R1B6
A0A0B4J277	A0A075B606
A0A0B4J277	A0A075B618
A0A0B4J277	A0A075B635
A0A0B4J277	A0A075B644
A0A0B4J277	A0A075B649
A0A0B4J277	A0A075B6C9
A0A0B4J277	A0A0B4J1K3
A0A0B4J277	A0A0G2JEU8
A0A0B4J277	A0A0G2JF93
A0A0J9YXQ4	A0A140LII9
A0A0J9YXQ4	A0A140LIU8
A0A1B0GX56	A0A075B608
A0A1B0GX56	A0A075B650
A0A1B0GX56	A0A0G2JGQ7
A0A1B0GX56	Q5R1D2
A0A3B3IT45	A0A1B0GSU5
A0A3B3IT45	E9PWA8
A0A3B3IT52	A0A338P6D5
A0A3B3IT52	A0A338P6G8
A0A3B3IT52	A2BEI6
A0A3B3IT52	A2BEI8
A0A3B3IT52	A2BEJ1
A0A3B3IT52	E9Q5Z9
A0A3B3IT52	F2Z3W5
A0A3B3IT52	F2Z478
A0A3B3IT52	J3QMS7
A0A3B3IT52	Q3UTE2
A0A3B3IT52	Q5RIS0
A0A494C071	A2BG95
A0A494C071	A3KG49
A0A494C071	Q52KH6
A0A5B6	A0A0G2LB96
A0A5B6	P01736
A1A4Y4	A0A140LIF8
A1A4Y4	Q60766
A1A4Y4	Q9DCE9
A6NC42	P85965
A6NC42	Q9CQS7
A6NCI8	E9PVP9
A6NCI8	Q3V0A6
A6NCI8	Q8CDK1
A6NCI8	W4VSN8
A6NF89	Q7TRH7
A6NF89	Q7TRI2
A6NGY5	A0A1B0GST0
A6NGY5	E9PXW4
A6NGY5	Q8VG25
A6NIJ9	Q7TRH4
A6NIJ9	Q8VFU0
A6NM76	Q7TRH5
A6NM76	Q8VEX8
A6NMS3	E9Q9T3
A6NMS3	Q7TS48
A6NMS3	Q8VGQ7
A6NMZ5	Q8VFB0
A6NMZ5	Q8VG63
A6NMZ5	Q8VGN2
A6NND4	E9Q518
A6NND4	E9Q519
H7C241	A2AGU5
H7C241	A2ANA3
H7C241	B1AZQ8
H7C241	G3UW52
H7C241	Q3V0X2
H7C241	Q80ZS5
H7C241	Q9D9N2
O00584	C0HKG5
O00584	C0HKG6
O00585	P84444
O00585	P86792
O00585	P86793
O00767	P13011
O00767	P13516
O00767	Q99PL7
O14796	O35324
O14796	Q45HK4
O14879	E9PV48
O14879	Q64345
O43493	Q62313
O43493	Q62314
O43868	A2AWR5
O43868	O88627
O75452	G5E8H9
O75452	O54909
O75452	O88451
O75452	Q8CGV4
O75452	Q8K3M1
O75452	Q8K5C8
O75822	Q3UGC7
O75822	Q66JS6
O75964	J3QNM7
O75964	Q9CPQ8
O95988	P56840
O95988	P56841
O95988	P56842
O95988	P56844
O95988	P56845
P00352	O35945
P00352	P24549
P00491	P23492
P00491	Q9D8C9
P00736	Q8CFG9
P00736	Q8CG16
P00797	P00796
P00797	P06281
P00973	P11928
P00973	Q8K469
P01009	P07758
P01009	P22599
P01009	Q00896
P01009	Q00897
P01009	Q00898
P01011	D3Z450
P01011	D3Z451
P01011	P07759
P01011	P29621
P01011	Q03734
P01011	Q5I2A0
P01011	Q6P4P1
P01011	Q80X76
P01011	Q8BYY9
P01011	Q91WP6
P01040	B2RV77
P01040	L7N257
P01040	P35173
P01040	P35174
P01040	P35175
P01040	P56567
P01040	Q497J0
P01040	Q6IE28
P01040	Q8BWM3
P01040	Q9D8D6
P01042	O08677
P01042	Q6S9I3
P01308	P01325
P01308	P01326
P01615	A0A075B5K6
P01615	A0A0B4J1H6
P01880	A0A0A6YW14
P01880	P01881
P01880	P01882
P01903	P01904
P01903	P04224
P02792	P29391
P02792	P49945
P02818	P54615
P02818	P86546
P02818	P86547
P03950	P21570
P03950	Q64438
P03956	Q9EPL5
P03956	Q9EPL6
P04406	A0A1D5RLD8
P04406	P16858
P04406	S4R1W1
P06312	A0A140T8M3
P06312	A0A140T8P7
P06315	A0A075B5J9
P06315	A0A075B5K3
P06870	P00755
P06870	P00756
P06870	P00757
P06870	P04071
P06870	P07628
P06870	P15945
P06870	P15946
P06870	P15947
P06870	P15948
P06870	P15949
P06870	P36368
P06870	P36369
P06870	Q61754
P06870	Q61759
P06870	Q9JM71
P07320	P04342
P07320	Q03740
P07320	Q9CXV3
P08174	Q61475
P08174	Q61476
P09105	Q3U0A6
P09105	Q8BYM1
P09110	Q8VCH0
P09110	Q921H8
P09211	P19157
P09211	P46425
P09871	Q8CFG8
P09871	Q8CG14
P0C617	A2ARY0
P0C617	A2ARY1
P0C617	Q7TR81
P0C645	Q0VEP0
P0C645	Q9R0K4
P0C646	A0A140T8L4
P0C646	F8VPJ8
P0C646	Q8VGA1
P0CF74	A0A0G2JE99
P0CF74	P01843
P0DN81	Q8VGA9
P0DN81	Q9QZ19
P0DN81	Q9QZ20
P0DN81	Q9QZ22
P0DTL4	A0A087WQT1
P0DTL4	P05533
P0DTL4	P0CW02
P0DTL4	P0CW03
P0DTL4	P35460
P0DTL4	P35461
P0DTL4	Q9WU67
P12018	P13372
P12018	P13373
P13987	O55186
P13987	P58019
P15813	P11609
P15813	P11610
P17707	D3Z6H8
P17707	P0DMN7
P19224	K9J7B2
P19224	Q64435
P20813	A6H6J2
P20813	E9Q593
P20813	O55071
P20813	P12790
P20813	P12791
P23352	P62810
P23352	Q5SSJ1
P25090	O08790
P25090	O88536
P28068	P35737
P28068	Q31099
P30039	Q9CXN7
P30039	Q9DCG6
P30740	Q5SV42
P30740	Q8VHP7
P30740	Q9D154
P32927	P26954
P32927	P26955
P32969	A0A140T8T4
P32969	P51410
P35237	O08804
P35237	Q60854
P35237	W4VSP4
P46721	L7N264
P46721	M0QWR8
P46721	Q91YY5
P46721	Q99J94
P46721	Q9EP96
P46721	Q9QXZ6
P47881	Q8VFX6
P47881	Q8VFX7
P47881	Q8VFX8
P47914	P47915
P47914	W4VSN7
P49914	L7N466
P49914	Q9D110
P50453	F6V5V4
P50453	O08797
P50453	O08806
P50453	Q80UK5
P50453	Q8VHQ1
P50453	Q9DAV6
P51589	O54750
P51589	Q924D1
P55081	C0HKD8
P55081	C0HKD9
P56470	O54891
P56470	Q8K419
P58180	Q5SW49
P58180	Q5SW50
P61550	B2RQY6
P61550	P10404
P61550	P11370
P61550	Q3TZL0
P61604	Q64433
P61604	Q9JI95
P61626	P08905
P61626	P17897
P81172	Q80T19
P81172	Q9EQ21
Q02413	Q61495
Q02413	Q7TSF1
Q06520	A0A1B0GRF0
Q06520	B2RVI8
Q06520	D3Z1W5
Q06520	K7N6K9
Q06520	L7N245
Q06520	P50236
Q06520	P52843
Q12918	P27811
Q12918	P27812
Q12918	P27814
Q12918	Q0ZUP1
Q12918	Q8VD98
Q13075	Q9JIB3
Q13075	Q9JIB6
Q13075	Q9QUK4
Q13075	Q9QWK5
Q13075	Q9R016
Q13228	P17563
Q13228	Q63836
Q14626	P70225
Q14626	Q64385
Q14CN2	Q3UW98
Q14CN2	Q6Q473
Q16186	A0A0A6YVU8
Q16186	Q9JKV1
Q16548	O55179
Q16548	Q07440
Q16548	Q497M6
Q16763	A0A6I8MX03
Q16763	Q921J4
Q3KPI0	A0A0B4J1L0
Q3KPI0	Q78T27
Q4G0T1	A0A1B0GSB0
Q4G0T1	B3F5L4
Q562F6	J3QMK1
Q562F6	Q7TSY8
Q5JRS4	E9PWV2
Q5JRS4	Q8VGE1
Q5STR5	A0A2I3BQC3
Q5STR5	A0A2I3BR68
Q5SY80	A0A0A6YXX9
Q5SY80	P0DP43
Q5T9Z0	Q810U2
Q5T9Z0	Q8CC62
Q5TF39	E9PYY6
Q5TF39	J3QNS5
Q5TF39	Q8VCV9
Q5VUY2	B1AVU5
Q5VUY2	B1AVU7
Q9UBK7	E9Q9D5
Q9UNT1	E9Q9D5
Q9UN67	Q91Y02
Q9Y5E1	Q91Y02
Q9UN71	Q91XX5
Q9Y5G0	Q91XX5
Q9UN71	Q91XX6
Q9Y5G0	Q91XX6
Q9UN73	Q91Y14
Q9Y5H6	Q91Y14
Q9Y5F1	Q91Y01
Q9Y5F2	Q91Y01
Q17RB0	Q9D1F0
Q9BWD3	Q9D1F0
A0A024RBG1	Q8R2U6
Q9NZJ9	Q8R2U6
A0A075B6Q5	A0A075B5R1
A0A075B7E8	A0A075B5R1
A0A075B7F0	A0A075B5R1
A0A0B4J1X5	A0A075B5R1
A0A0B4J1X8	A0A075B5R1
A0A0C4DH32	A0A075B5R1
A0A0C4DH35	A0A075B5R1
A0A0C4DH42	A0A075B5R1
A0A0J9YY99	A0A075B5R1
P01762	A0A075B5R1
P01763	A0A075B5R1
P01764	A0A075B5R1
P01768	A0A075B5R1
P01772	A0A075B5R1
P01780	A0A075B5R1
P01782	A0A075B5R1
P0DP02	A0A075B5R1
P0DP03	A0A075B5R1
P0DP04	A0A075B5R1
A0A075B6R0	A0A0A6YYE8
A0A0A0MS02	A0A0A6YYE8
A0A0B4J1U4	A0A0A6YYE8
A0A0C4DH27	A0A0A6YYE8
A0A0C4DH28	A0A0A6YYE8
P03979	A0A0A6YYE8
A0A075B734	O54794
A6NL99	O54794
O14520	O54794
A0A087WSZ9	A0A087WPH8
A0A0B4J273	A0A087WPH8
A0A087WT01	A0A087WRX6
A0A0B4J276	A0A087WRX6
A0A087WTH5	P23299
P15382	P23299
A0A087X1C5	Q9JKY7
A0A1B0GTQ1	Q9JKY7
A0A2R9YJI8	Q9JKY7
P10635	Q9JKY7
A0A096LNP1	Q30KM9
P59861	Q30KM9
A0A096LP55	P99028
P07919	P99028
A0A0B4J238	A0A087WRQ3
A0A0B4J248	A0A087WRQ3
A0A0B4J2D5	Q9D172
P0DPI2	Q9D172
A0A0B4J2E0	A0A0A6YYE3
A0A1B0GX78	A0A0A6YYE3
P01733	A0A0A6YYE3
A0A0B4J2F2	Q60670
P57059	Q60670
A0A0C4DGP1	A0A0B4J1F8
P0DMW4	A0A0B4J1F8
P0DMW5	A0A0B4J1F8
A0A0J9YWL9	A0A0G2JGA3
A0A0J9YY54	A0A0G2JGA3
A0A0J9YWL9	D3YU32
A0A0J9YY54	D3YU32
A0A0K0K1C0	A0A140T8L9
A0A584	A0A140T8L9
A0A5A6	A0A140T8L9
A0A1B0GTK5	A2AI92
A0A1B0GUQ0	A2AI92
A0A1B0GV22	A2AI92
P0DP71	A2AI92
A0A1B0GTK5	B1AX35
A0A1B0GUQ0	B1AX35
A0A1B0GV22	B1AX35
P0DP71	B1AX35
A0A1B0GTL3	D3YTM9
A0A2R8Y2Y2	D3YTM9
A0A1B0GTU1	Q6NZF1
A0A8V8TLD8	Q6NZF1
O75152	Q6NZF1
P0DQW0	Q6NZF1
A0A1B0GVM2	Q921K8
A6NFQ2	Q921K8
A0A1B0GVM5	Q80SW5
P0DPP9	Q80SW5
Q3ZM63	Q80SW5
A0A1B0GVZ6	Q3UXB0
A6NDZ8	Q3UXB0
A6NE82	Q3UXB0
A6NJ08	Q3UXB0
Q8NHZ7	Q3UXB0
A0A1W2PPK0	Q8BX39
A0A1W2PPM1	Q8BX39
A0A1W2PR19	Q9D4P7
A0A1W2PRG0	Q9D4P7
A0A1W2PR95	Q61249
P78318	Q61249
A0A2R8Y747	A0A2I3BPR3
F8WCM5	A0A2I3BPR3
A0A2R8YFR7	E9Q7D5
Q12774	E9Q7D5
A0A3B3IU46	Q9CQY2
Q9BTL3	Q9CQY2
A0A494C0N9	A0A494B9C2
A0A494C0Y3	A0A494B9C2
A0A590UK10	Q6P9R4
Q6ZSZ5	Q6P9R4
A0A8I5KW96	Q9WUR9
P27144	Q9WUR9
A0A8V8TNH8	Q9D4F3
A0A8V8TPE2	Q9D4F3
A6NDY2	Q9D4F3
A6NIJ5	Q9D4F3
A6NJQ4	Q9D4F3
A6NKC0	Q9D4F3
A6NNH2	Q9D4F3
A6NNJ1	Q9D4F3
A8MWA6	Q9D4F3
A8MX19	Q9D4F3
A8MXJ8	Q9D4F3
A8MXZ1	Q9D4F3
D6RGX4	Q9D4F3
P0C7V4	Q9D4F3
P0C7W8	Q9D4F3
P0C7W9	Q9D4F3
P0C7X0	Q9D4F3
P0DV73	Q9D4F3
P0DV74	Q9D4F3
P0DV75	Q9D4F3
P0DV76	Q9D4F3
Q658T7	Q9D4F3
Q86YD7	Q9D4F3
A1L443	Q3V0C3
A6NNL0	Q3V0C3
B1AL46	Q3V0C3
Q5VT03	Q3V0C3
Q5VZR2	Q3V0C3
Q8IVF1	Q3V0C3
A3QJZ7	Q9D2F1
A6NGN4	Q9D2F1
O60810	Q9D2F1
O60813	Q9D2F1
O95522	Q9D2F1
P0DUQ1	Q9D2F1
P0DUQ2	Q9D2F1
Q5TYX0	Q9D2F1
Q5VT98	Q9D2F1
Q5VWM4	Q9D2F1
Q5VXH4	Q9D2F1
Q5VXH5	Q9D2F1
A4D256	Q6PFY9
O60729	Q6PFY9
A5D8T8	Q7TSQ1
Q6UXF7	Q7TSQ1
Q8NCF0	Q7TSQ1
A6NCE7	Q9CQV6
Q9GZQ8	Q9CQV6
A6NCF6	A2AMW4
P43358	A2AMW4
P43361	A2AMW4
P43363	A2AMW4
P43364	A2AMW4
A6NDH6	Q8VFB9
A6NHG9	Q8VFB9
A6NKK0	Q8VFB9
P0DN80	Q8VFB9
Q8NGV6	Q8VFB9
Q8NGV7	Q8VFB9
A6NF01	Q8K3Z9
A8CG34	Q8K3Z9
Q96HA1	Q8K3Z9
A6NGB0	Q9JJB1
P0C7N4	Q9JJB1
A6NGD5	B2RTN3
A6NJL1	B2RTN3
P0CG00	B2RTN3
Q9BUG6	B2RTN3
A6NGU5	Q60928
P19440	Q60928
P36268	Q60928
A6NGW2	Q8VIM6
Q7RTU9	Q8VIM6
A6NGY1	Q6P3A2
Q64ET8	Q6P3A2
Q96QU4	Q6P3A2
A6NH00	Q7TRZ7
Q8NG76	Q7TRZ7
Q8NG77	Q7TRZ7
A6NHG4	O35215
P30046	O35215
A6NI72	Q09014
A8MVU1	Q09014
P14598	Q09014
A6NJW9	P10300
P10966	P10300
A6NJZ7	Q3V0F0
A6NNM3	Q3V0F0
Q9UFD9	Q3V0F0
A6NKQ9	O09108
P01229	O09108
P0DN86	O09108
P0DN87	O09108
Q6NT52	O09108
