W5XKT8	A0A8M9PDM1
P22310	F1R1P2
P22310	D3XD60
P22310	A0A8M1NVN7
P22310	D3XD65
P22310	D3XD63
P22310	Q561S7
P22310	D3XD61
P22310	A0A8M1N813
P22310	D3XD67
P35503	D3XD69
P35503	F1R1P2
P35503	D3XD60
P35503	A0A8M1NVN7
P35503	D3XD65
P35503	D3XD63
P35503	Q561S7
P35503	D3XD61
P35503	A0A8M1N813
P35503	D3XD67
P19224	D3XD69
P19224	F1R1P2
P19224	D3XD60
P19224	A0A8M1NVN7
P19224	D3XD65
P19224	D3XD63
P19224	Q561S7
P19224	D3XD61
P19224	A0A8M1N813
P19224	D3XD67
P35504	D3XD69
P35504	F1R1P2
P35504	D3XD60
P35504	A0A8M1NVN7
P35504	D3XD65
P35504	D3XD63
P35504	Q561S7
P35504	D3XD61
P35504	A0A8M1N813
P35504	D3XD67
P22309	D3XD69
P22309	F1R1P2
P22309	D3XD60
P22309	A0A8M1NVN7
P22309	D3XD65
P22309	D3XD63
P22309	Q561S7
P22309	D3XD61
P22309	A0A8M1N813
P22309	D3XD67
Q9HAW8	D3XD69
Q9HAW8	F1R1P2
Q9HAW8	D3XD60
Q9HAW8	A0A8M1NVN7
Q9HAW8	D3XD65
Q9HAW8	D3XD63
Q9HAW8	Q561S7
Q9HAW8	D3XD61
Q9HAW8	A0A8M1N813
Q9HAW8	D3XD67
Q9HAW7	D3XD69
Q9HAW7	F1R1P2
Q9HAW7	D3XD60
Q9HAW7	A0A8M1NVN7
Q9HAW7	D3XD65
Q9HAW7	D3XD63
Q9HAW7	Q561S7
Q9HAW7	D3XD61
Q9HAW7	A0A8M1N813
Q9HAW7	D3XD67
O60911	A0A8M9PWY5
O60911	A2BEM8
O60911	A7MCR6
O60911	A8E588
O60911	E7F8Y7
O60911	A8KBT8
O60911	E9QBE2
O60911	A0A8M2BCJ2
O60911	F1R7B3
P07711	A0A8M9PWY5
P07711	A2BEM8
P07711	A7MCR6
P07711	A8E588
P07711	E7F8Y7
P07711	A8KBT8
P07711	E9QBE2
P07711	A0A8M2BCJ2
P07711	F1R7B3
O75452	A0A286Y8B5
O75452	F1RCW4
O14756	A0A286Y8B5
O14756	F1RCW4
O95471	Q9YH92
O95471	Q6DHP1
O95832	Q9YH92
O95832	Q6DHP1
P00367	Q6NZ29
P00367	Q6P3L9
P49448	Q6NZ29
P49448	Q6P3L9
P01034	A0A8M1N7I0
P01034	A0A8M1ND27
P01036	A0A8M1N7I0
P01036	A0A8M1ND27
P28325	A0A8M1N7I0
P28325	A0A8M1ND27
P01037	A0A8M1N7I0
P01037	A0A8M1ND27
P09228	A0A8M1N7I0
P09228	A0A8M1ND27
P01308	A0A8M6Z2M5
P01308	O73727
F8WCM5	A0A8M6Z2M5
F8WCM5	O73727
P01574	A8E6E3
P01574	A8E6E2
P05013	A8E6E3
P05013	A8E6E2
Q86WN2	A8E6E3
Q86WN2	A8E6E2
P01562	A8E6E3
P01562	A8E6E2
P01566	A8E6E3
P01566	A8E6E2
P05000	A8E6E3
P05000	A8E6E2
P01569	A8E6E3
P01569	A8E6E2
P01571	A8E6E3
P01571	A8E6E2
P05014	A8E6E3
P05014	A8E6E2
P01563	A8E6E3
P01563	A8E6E2
P05015	A8E6E3
P05015	A8E6E2
P01568	A8E6E3
P01568	A8E6E2
P01570	A8E6E3
P01570	A8E6E2
P01567	A8E6E3
P01567	A8E6E2
P32881	A8E6E3
P32881	A8E6E2
P01594	A0A8M9PVQ1
P01594	A0A8M2B9U4
P01594	A0A8M6YWL5
A0A0A0MRZ8	A0A8M9PVQ1
A0A0A0MRZ8	A0A8M2B9U4
A0A0A0MRZ8	A0A8M6YWL5
A0A075B7D4	A0A8M9PVQ1
A0A075B7D4	A0A8M2B9U4
A0A075B7D4	A0A8M6YWL5
A0A087WSZ0	A0A8M9PVQ1
A0A087WSZ0	A0A8M2B9U4
A0A087WSZ0	A0A8M6YWL5
P01614	A0A8M9PVQ1
P01614	A0A8M2B9U4
P01614	A0A8M6YWL5
A0A075B6S6	A0A8M9PVQ1
A0A075B6S6	A0A8M2B9U4
A0A075B6S6	A0A8M6YWL5
P04432	A0A8M9PVQ1
P04432	A0A8M2B9U4
P04432	A0A8M6YWL5
P01593	A0A8M9PVQ1
P01593	A0A8M2B9U4
P01593	A0A8M6YWL5
P0DSN7	A0A8M9PVQ1
P0DSN7	A0A8M2B9U4
P0DSN7	A0A8M6YWL5
A0A0C4DH26	A0A8M9PVQ1
A0A0C4DH26	A0A8M2B9U4
A0A0C4DH26	A0A8M6YWL5
P01599	A0A8M9PVQ1
P01599	A0A8M2B9U4
P01599	A0A8M6YWL5
A0A075B6H7	A0A8M9PVQ1
A0A075B6H7	A0A8M2B9U4
A0A075B6H7	A0A8M6YWL5
A0A0B4J2D9	A0A8M9PVQ1
A0A0B4J2D9	A0A8M2B9U4
A0A0B4J2D9	A0A8M6YWL5
A0A0C4DH73	A0A8M9PVQ1
A0A0C4DH73	A0A8M2B9U4
A0A0C4DH73	A0A8M6YWL5
A0A075B6R9	A0A8M9PVQ1
A0A075B6R9	A0A8M2B9U4
A0A075B6R9	A0A8M6YWL5
P06310	A0A8M9PVQ1
P06310	A0A8M2B9U4
P06310	A0A8M6YWL5
P01597	A0A8M9PVQ1
P01597	A0A8M2B9U4
P01597	A0A8M6YWL5
A0A087WW87	A0A8M9PVQ1
A0A087WW87	A0A8M2B9U4
A0A087WW87	A0A8M6YWL5
A0A0C4DH90	A0A8M9PVQ1
A0A0C4DH90	A0A8M2B9U4
A0A0C4DH90	A0A8M6YWL5
A0A087WSY6	A0A8M9PVQ1
A0A087WSY6	A0A8M2B9U4
A0A087WSY6	A0A8M6YWL5
A0A0A0MT36	A0A8M9PVQ1
A0A0A0MT36	A0A8M2B9U4
A0A0A0MT36	A0A8M6YWL5
A0A0C4DH72	A0A8M9PVQ1
A0A0C4DH72	A0A8M2B9U4
A0A0C4DH72	A0A8M6YWL5
A0A0C4DH55	A0A8M9PVQ1
A0A0C4DH55	A0A8M2B9U4
A0A0C4DH55	A0A8M6YWL5
A0A0C4DH69	A0A8M9PVQ1
A0A0C4DH69	A0A8M2B9U4
A0A0C4DH69	A0A8M6YWL5
A0A075B6S9	A0A8M9PVQ1
A0A075B6S9	A0A8M2B9U4
A0A075B6S9	A0A8M6YWL5
A0A075B6P5	A0A8M9PVQ1
A0A075B6P5	A0A8M2B9U4
A0A075B6P5	A0A8M6YWL5
P04433	A0A8M9PVQ1
P04433	A0A8M2B9U4
P04433	A0A8M6YWL5
A0A0C4DH68	A0A8M9PVQ1
A0A0C4DH68	A0A8M2B9U4
A0A0C4DH68	A0A8M6YWL5
P04430	A0A8M9PVQ1
P04430	A0A8M2B9U4
P04430	A0A8M6YWL5
A0A075B6S4	A0A8M9PVQ1
A0A075B6S4	A0A8M2B9U4
A0A075B6S4	A0A8M6YWL5
P01619	A0A8M9PVQ1
P01619	A0A8M2B9U4
P01619	A0A8M6YWL5
A0A0G2JRQ6	A0A8M9PVQ1
A0A0G2JRQ6	A0A8M2B9U4
A0A0G2JRQ6	A0A8M6YWL5
A0A0C4DH24	A0A8M9PVQ1
A0A0C4DH24	A0A8M2B9U4
A0A0C4DH24	A0A8M6YWL5
A0A0C4DH25	A0A8M9PVQ1
A0A0C4DH25	A0A8M2B9U4
A0A0C4DH25	A0A8M6YWL5
P01615	A0A8M9PVQ1
P01615	A0A8M2B9U4
P01615	A0A8M6YWL5
P01602	A0A8M9PVQ1
P01602	A0A8M2B9U4
P01602	A0A8M6YWL5
P01601	A0A8M9PVQ1
P01601	A0A8M2B9U4
P01601	A0A8M6YWL5
A0A0B4J1Z2	A0A8M9PVQ1
A0A0B4J1Z2	A0A8M2B9U4
A0A0B4J1Z2	A0A8M6YWL5
A0A075B6S5	A0A8M9PVQ1
A0A075B6S5	A0A8M2B9U4
A0A075B6S5	A0A8M6YWL5
P01624	A0A8M9PVQ1
P01624	A0A8M2B9U4
P01624	A0A8M6YWL5
P06312	A0A8M9PVQ1
P06312	A0A8M2B9U4
P06312	A0A8M6YWL5
A0A0C4DH67	A0A8M9PVQ1
A0A0C4DH67	A0A8M2B9U4
A0A0C4DH67	A0A8M6YWL5
P01611	A0A8M9PVQ1
P01611	A0A8M2B9U4
P01611	A0A8M6YWL5
A0A075B6S2	A0A8M9PVQ1
A0A075B6S2	A0A8M2B9U4
A0A075B6S2	A0A8M6YWL5
A2NJV5	A0A8M9PVQ1
A2NJV5	A0A8M2B9U4
A2NJV5	A0A8M6YWL5
P06315	A0A8M9PVQ1
P06315	A0A8M2B9U4
P06315	A0A8M6YWL5
P0DP09	A0A8M9PVQ1
P0DP09	A0A8M2B9U4
P0DP09	A0A8M6YWL5
A0A0A0MRZ7	A0A8M9PVQ1
A0A0A0MRZ7	A0A8M2B9U4
A0A0A0MRZ7	A0A8M6YWL5
P01920	A0A8M3AVD5
P01920	Q32Q47
P01920	Q31357
P01920	Q95HJ4
P01920	A0A8M9Q4F5
P01920	A0A8M2BFK2
P01920	A0A8M2B5P7
P01920	A0A8N7UYL8
P01920	A0A8M3BBY8
P01920	Q8MGW8
P01920	A0A8M2BEN9
P13765	A0A8M3AVD5
P13765	Q32Q47
P13765	Q31357
P13765	Q95HJ4
P13765	A0A8M9Q4F5
P13765	A0A8M2BFK2
P13765	A0A8M2B5P7
P13765	A0A8N7UYL8
P13765	A0A8M3BBY8
P13765	Q8MGW8
P13765	A0A8M2BEN9
P01911	A0A8M3AVD5
P01911	Q32Q47
P01911	Q31357
P01911	Q95HJ4
P01911	A0A8M9Q4F5
P01911	A0A8M2BFK2
P01911	A0A8M2B5P7
P01911	A0A8N7UYL8
P01911	A0A8M3BBY8
P01911	Q8MGW8
P01911	A0A8M2BEN9
Q30154	A0A8M3AVD5
Q30154	Q32Q47
Q30154	Q31357
Q30154	Q95HJ4
Q30154	A0A8M9Q4F5
Q30154	A0A8M2BFK2
Q30154	A0A8M2B5P7
Q30154	A0A8N7UYL8
Q30154	A0A8M3BBY8
Q30154	Q8MGW8
Q30154	A0A8M2BEN9
P79483	A0A8M3AVD5
P79483	Q32Q47
P79483	Q31357
P79483	Q95HJ4
P79483	A0A8M9Q4F5
P79483	A0A8M2BFK2
P79483	A0A8M2B5P7
P79483	A0A8N7UYL8
P79483	A0A8M3BBY8
P79483	Q8MGW8
P79483	A0A8M2BEN9
P13762	A0A8M3AVD5
P13762	Q32Q47
P13762	Q31357
P13762	Q95HJ4
P13762	A0A8M9Q4F5
P13762	A0A8M2BFK2
P13762	A0A8M2B5P7
P13762	A0A8N7UYL8
P13762	A0A8M3BBY8
P13762	Q8MGW8
P13762	A0A8M2BEN9
P05538	A0A8M3AVD5
P05538	Q32Q47
P05538	Q31357
P05538	Q95HJ4
P05538	A0A8M9Q4F5
P05538	A0A8M2BFK2
P05538	A0A8M2B5P7
P05538	A0A8N7UYL8
P05538	A0A8M3BBY8
P05538	Q8MGW8
P05538	A0A8M2BEN9
P04440	A0A8M3AVD5
P04440	Q32Q47
P04440	Q31357
P04440	Q95HJ4
P04440	A0A8M9Q4F5
P04440	A0A8M2BFK2
P04440	A0A8M2B5P7
P04440	A0A8N7UYL8
P04440	A0A8M3BBY8
P04440	Q8MGW8
P04440	A0A8M2BEN9
P02741	A0A8N7UVP1
P02741	A3KPG5
P02741	Q1RM11
P02741	A3KPH6
P02741	A3KPH5
P02741	Q0IIP8
P02743	A0A8N7UVP1
P02743	A3KPG5
P02743	Q1RM11
P02743	A3KPH6
P02743	A3KPH5
P02743	Q0IIP8
P02794	Q66HX7
P02794	Q9DDT0
Q8N4E7	Q66HX7
Q8N4E7	Q9DDT0
P06133	A0A8M1NWR9
P06133	A0A8M1NVM9
P06133	A0A8M1NT44
P06133	A0A8M1N5N2
P06133	B8JMA2
P06133	A0A8M1NX95
Q9BY64	A0A8M1NWR9
Q9BY64	A0A8M1NVM9
Q9BY64	A0A8M1NT44
Q9BY64	A0A8M1N5N2
Q9BY64	B8JMA2
Q9BY64	A0A8M1NX95
O75310	A0A8M1NWR9
O75310	A0A8M1NVM9
O75310	A0A8M1NT44
O75310	A0A8M1N5N2
O75310	B8JMA2
O75310	A0A8M1NX95
O75795	A0A8M1NWR9
O75795	A0A8M1NVM9
O75795	A0A8M1NT44
O75795	A0A8M1N5N2
O75795	B8JMA2
O75795	A0A8M1NX95
Q6UWM9	A0A8M1NWR9
Q6UWM9	A0A8M1NVM9
Q6UWM9	A0A8M1NT44
Q6UWM9	A0A8M1N5N2
Q6UWM9	B8JMA2
Q6UWM9	A0A8M1NX95
P0DTE5	A0A8M1NWR9
P0DTE5	A0A8M1NVM9
P0DTE5	A0A8M1NT44
P0DTE5	A0A8M1N5N2
P0DTE5	B8JMA2
P0DTE5	A0A8M1NX95
P36537	A0A8M1NWR9
P36537	A0A8M1NVM9
P36537	A0A8M1NT44
P36537	A0A8M1N5N2
P36537	B8JMA2
P36537	A0A8M1NX95
P16662	A0A8M1NWR9
P16662	A0A8M1NVM9
P16662	A0A8M1NT44
P16662	A0A8M1N5N2
P16662	B8JMA2
P16662	A0A8M1NX95
P54855	A0A8M1NWR9
P54855	A0A8M1NVM9
P54855	A0A8M1NT44
P54855	A0A8M1N5N2
P54855	B8JMA2
P54855	A0A8M1NX95
P07355	Q804G9
P07355	A8E5G1
A6NMY6	Q804G9
A6NMY6	A8E5G1
P08185	A0A8M6YU45
P08185	A0A8N7V0N1
P01011	A0A8M6YU45
P01011	A0A8N7V0N1
P01009	A0A8M6YU45
P01009	A0A8N7V0N1
P08311	A0A8M1NFT9
P08311	A0A8N7UYS0
P08311	A0A8M1PUX6
P08311	A0A8M1NI47
P20718	A0A8M1NFT9
P20718	A0A8N7UYS0
P20718	A0A8M1PUX6
P20718	A0A8M1NI47
P23946	A0A8M1NFT9
P23946	A0A8N7UYS0
P23946	A0A8M1PUX6
P23946	A0A8M1NI47
P10144	A0A8M1NFT9
P10144	A0A8N7UYS0
P10144	A0A8M1PUX6
P10144	A0A8M1NI47
P08559	A0A8M2B9P1
P08559	A0A8M2BCB9
P29803	A0A8M2B9P1
P29803	A0A8M2BCB9
P09341	A9ZPF0
P09341	N0GW19
P19875	A9ZPF0
P19875	N0GW19
P02775	A9ZPF0
P02775	N0GW19
P10145	A9ZPF0
P10145	N0GW19
P09429	X1WFI9
P09429	Q6NX86
P26583	X1WFI9
P26583	Q6NX86
P0C0S8	E7EXD7
P0C0S8	A0A8N7TAW0
P0C0S8	A0A8M2BA83
P0C0S8	F1QTL1
P0C0S8	Q4FZZ7
P0C0S8	Q5XJK2
P0C0S8	E7F5W3
P0C0S8	A0A8M3ATV1
P0C0S8	A4FVM2
P0C0S8	Q561S9
Q6FI13	E7EXD7
Q6FI13	A0A8N7TAW0
Q6FI13	A0A8M2BA83
Q6FI13	F1QTL1
Q6FI13	Q4FZZ7
Q6FI13	Q5XJK2
Q6FI13	E7F5W3
Q6FI13	A0A8M3ATV1
Q6FI13	A4FVM2
Q6FI13	Q561S9
P20671	E7EXD7
P20671	A0A8N7TAW0
P20671	A0A8M2BA83
P20671	F1QTL1
P20671	Q4FZZ7
P20671	Q5XJK2
P20671	E7F5W3
P20671	A0A8M3ATV1
P20671	A4FVM2
P20671	Q561S9
Q96QV6	E7EXD7
Q96QV6	A0A8N7TAW0
Q96QV6	A0A8M2BA83
Q96QV6	F1QTL1
Q96QV6	Q4FZZ7
Q96QV6	Q5XJK2
Q96QV6	E7F5W3
Q96QV6	A0A8M3ATV1
Q96QV6	A4FVM2
Q96QV6	Q561S9
Q8IUE6	E7EXD7
Q8IUE6	A0A8N7TAW0
Q8IUE6	A0A8M2BA83
Q8IUE6	F1QTL1
Q8IUE6	Q4FZZ7
Q8IUE6	Q5XJK2
Q8IUE6	E7F5W3
Q8IUE6	A0A8M3ATV1
Q8IUE6	A4FVM2
Q8IUE6	Q561S9
Q99878	E7EXD7
Q99878	A0A8N7TAW0
Q99878	A0A8M2BA83
Q99878	F1QTL1
Q99878	Q4FZZ7
Q99878	Q5XJK2
Q99878	E7F5W3
Q99878	A0A8M3ATV1
Q99878	A4FVM2
Q99878	Q561S9
Q7L7L0	E7EXD7
Q7L7L0	A0A8N7TAW0
Q7L7L0	A0A8M2BA83
Q7L7L0	F1QTL1
Q7L7L0	Q4FZZ7
Q7L7L0	Q5XJK2
Q7L7L0	E7F5W3
Q7L7L0	A0A8M3ATV1
Q7L7L0	A4FVM2
Q7L7L0	Q561S9
Q93077	E7EXD7
Q93077	A0A8N7TAW0
Q93077	A0A8M2BA83
Q93077	F1QTL1
Q93077	Q4FZZ7
Q93077	Q5XJK2
Q93077	E7F5W3
Q93077	A0A8M3ATV1
Q93077	A4FVM2
Q93077	Q561S9
Q96KK5	E7EXD7
Q96KK5	A0A8N7TAW0
Q96KK5	A0A8M2BA83
Q96KK5	F1QTL1
Q96KK5	Q4FZZ7
Q96KK5	Q5XJK2
Q96KK5	E7F5W3
Q96KK5	A0A8M3ATV1
Q96KK5	A4FVM2
Q96KK5	Q561S9
Q16777	E7EXD7
Q16777	A0A8N7TAW0
Q16777	A0A8M2BA83
Q16777	F1QTL1
Q16777	Q4FZZ7
Q16777	Q5XJK2
Q16777	E7F5W3
Q16777	A0A8M3ATV1
Q16777	A4FVM2
Q16777	Q561S9
P0CE71	Q800A1
P0CE71	Q5U3P2
P0CE72	Q800A1
P0CE72	Q5U3P2
P0CJ87	Q1RM27
P0CJ87	A0JPE5
Q96PT3	Q1RM27
Q96PT3	A0JPE5
A6NLW8	Q1RM27
A6NLW8	A0JPE5
Q96PT4	Q1RM27
Q96PT4	A0JPE5
O43812	Q1RM27
O43812	A0JPE5
A0A1W2PPF3	Q1RM27
A0A1W2PPF3	A0JPE5
P0CJ86	Q1RM27
P0CJ86	A0JPE5
P0CJ90	Q1RM27
P0CJ90	A0JPE5
P0CJ89	Q1RM27
P0CJ89	A0JPE5
P0CJ85	Q1RM27
P0CJ85	A0JPE5
P0CJ88	Q1RM27
P0CJ88	A0JPE5
Q6RFH8	Q1RM27
Q6RFH8	A0JPE5
A0A1B0GW55	Q1RM27
A0A1B0GW55	A0JPE5
Q9UBX2	Q1RM27
Q9UBX2	A0JPE5
P0DME0	Q6TGU0
P0DME0	Q7ZUY0
Q01105	Q6TGU0
Q01105	Q7ZUY0
P0DMV9	Q6PH56
P0DMV9	B0UXR9
P0DMV9	B0UXS6
P0DMV9	A8WFS0
P0DMV9	A0A8M1NE33
P0DMV8	Q6PH56
P0DMV8	B0UXR9
P0DMV8	B0UXS6
P0DMV8	A8WFS0
P0DMV8	A0A8M1NE33
P34931	Q6PH56
P34931	B0UXR9
P34931	B0UXS6
P34931	A8WFS0
P34931	A0A8M1NE33
P0DN78	Q8AYN0
P0DN78	Q9W6A7
P04000	Q8AYN0
P04000	Q9W6A7
P0DN77	Q8AYN0
P0DN77	Q9W6A7
P04001	Q8AYN0
P04001	Q9W6A7
P0DOY3	A0A8M9QAL8
P0DOY3	A0A8M9PGR5
P15814	A0A8M9QAL8
P15814	A0A8M9PGR5
P0CF74	A0A8M9QAL8
P0CF74	A0A8M9PGR5
P0DOY2	A0A8M9QAL8
P0DOY2	A0A8M9PGR5
B9A064	A0A8M9QAL8
B9A064	A0A8M9PGR5
P0CG04	A0A8M9QAL8
P0CG04	A0A8M9PGR5
A0M8Q6	A0A8M9QAL8
A0M8Q6	A0A8M9PGR5
P0DTE7	Q7SYK9
P0DTE7	Q6DHR7
P0DTE7	Q6P5J0
P0DUB6	Q7SYK9
P0DUB6	Q6DHR7
P0DUB6	Q6P5J0
P0DTE8	Q7SYK9
P0DTE8	Q6DHR7
P0DTE8	Q6P5J0
P19961	Q7SYK9
P19961	Q6DHR7
P19961	Q6P5J0
P04746	Q7SYK9
P04746	Q6DHR7
P04746	Q6P5J0
P10276	Q90271
P10276	Q7ZTI3
P10826	Q90271
P10826	Q7ZTI3
P11215	A0A8N7UVW7
P11215	F1QSJ9
P20702	A0A8N7UVW7
P20702	F1QSJ9
Q13349	A0A8N7UVW7
Q13349	F1QSJ9
P11509	Q4VBR9
P11509	A0A8M6YUY2
P05181	Q4VBR9
P05181	A0A8M6YUY2
P11712	Q4VBR9
P11712	A0A8M6YUY2
P10632	Q4VBR9
P10632	A0A8M6YUY2
Q16696	Q4VBR9
Q16696	A0A8M6YUY2
P20853	Q4VBR9
P20853	A0A8M6YUY2
P33260	Q4VBR9
P33260	A0A8M6YUY2
P33261	Q4VBR9
P33261	A0A8M6YUY2
P24903	Q4VBR9
P24903	A0A8M6YUY2
P12524	Q9PSI9
P12524	Q1LWL8
P12525	Q9PSI9
P12525	Q1LWL8
P12883	A0A8M1NBP6
P12883	A0A8M9PEC3
P12883	A0A8M9PR47
P12883	B6IDE1
P12883	A0A0R4INI3
P12883	B6IDE0
P12883	F1QZW1
P13533	A0A8M1NBP6
P13533	A0A8M9PEC3
P13533	A0A8M9PR47
P13533	B6IDE1
P13533	A0A0R4INI3
P13533	B6IDE0
P13533	F1QZW1
P14060	Q7ZZC3
P14060	A0A8N7TFA8
P26439	Q7ZZC3
P26439	A0A8N7TFA8
P14406	A0A2R8Q5H6
P14406	Q504B4
O60397	A0A2R8Q5H6
O60397	Q504B4
P15085	F1QVD7
P15085	Q6GMH9
P48052	F1QVD7
P48052	Q6GMH9
P15085	Q4VBJ2
P15085	Q6PHV5
P48052	Q4VBJ2
P48052	Q6PHV5
P15151	E7F6D0
P15151	A0A8M6Z2D5
Q92692	E7F6D0
Q92692	A0A8M6Z2D5
P17538	Q7SX97
P17538	Q1JPZ1
P17538	Q561U4
Q6GPI1	Q7SX97
Q6GPI1	Q1JPZ1
Q6GPI1	Q561U4
P18440	Q5XJ69
P18440	A0A8M2BGE0
P18440	Q6DEG7
P18440	E7FAM7
P11245	Q5XJ69
P11245	A0A8M2BGE0
P11245	Q6DEG7
P11245	E7FAM7
P19012	Q568U3
P19012	A0A8M1NXG3
P19012	Q6DHU3
P19012	Q1LXJ7
P19012	Q9PWD8
Q04695	Q568U3
Q04695	A0A8M1NXG3
Q04695	Q6DHU3
Q04695	Q1LXJ7
Q04695	Q9PWD8
P08779	Q568U3
P08779	A0A8M1NXG3
P08779	Q6DHU3
P08779	Q1LXJ7
P08779	Q9PWD8
P08727	Q568U3
P08727	A0A8M1NXG3
P08727	Q6DHU3
P08727	Q1LXJ7
P08727	Q9PWD8
P02533	Q568U3
P02533	A0A8M1NXG3
P02533	Q6DHU3
P02533	Q1LXJ7
P02533	Q9PWD8
P13646	Q568U3
P13646	A0A8M1NXG3
P13646	Q6DHU3
P13646	Q1LXJ7
P13646	Q9PWD8
O76013	Q568U3
O76013	A0A8M1NXG3
O76013	Q6DHU3
O76013	Q1LXJ7
O76013	Q9PWD8
P19827	E7FCH6
P19827	Q503P4
Q06033	E7FCH6
Q06033	Q503P4
P20036	A0A8M1N2Z6
P20036	A0A8N7UVQ1
P20036	Q5U3R9
P20036	A0A8M3B282
P20036	A2VD38
P20036	Q4KM20
P20036	Q8WM94
P20036	A0A8M2BF99
P20036	A0A8M1RH16
P20036	A0A8M3B254
P01903	A0A8M1N2Z6
P01903	A0A8N7UVQ1
P01903	Q5U3R9
P01903	A0A8M3B282
P01903	A2VD38
P01903	Q4KM20
P01903	Q8WM94
P01903	A0A8M2BF99
P01903	A0A8M1RH16
P01903	A0A8M3B254
P01909	A0A8M1N2Z6
P01909	A0A8N7UVQ1
P01909	Q5U3R9
P01909	A0A8M3B282
P01909	A2VD38
P01909	Q4KM20
P01909	Q8WM94
P01909	A0A8M2BF99
P01909	A0A8M1RH16
P01909	A0A8M3B254
P06340	A0A8M1N2Z6
P06340	A0A8N7UVQ1
P06340	Q5U3R9
P06340	A0A8M3B282
P06340	A2VD38
P06340	Q4KM20
P06340	Q8WM94
P06340	A0A8M2BF99
P06340	A0A8M1RH16
P06340	A0A8M3B254
P01906	A0A8M1N2Z6
P01906	A0A8N7UVQ1
P01906	Q5U3R9
P01906	A0A8M3B282
P01906	A2VD38
P01906	Q4KM20
P01906	Q8WM94
P01906	A0A8M2BF99
P01906	A0A8M1RH16
P01906	A0A8M3B254
P20591	Q800G8
P20591	Q8JH68
P20592	Q800G8
P20592	Q8JH68
P20742	A0A8M9PLG1
P20742	A0A8M1QHK3
Q6IE36	A0A8M9PLG1
Q6IE36	A0A8M1QHK3
P01023	A0A8M9PLG1
P01023	A0A8M1QHK3
P21266	Q6PFJ6
P21266	A8KBR8
P21266	A0A8M1NS60
P46439	Q6PFJ6
P46439	A8KBR8
P46439	A0A8M1NS60
Q03013	Q6PFJ6
Q03013	A8KBR8
Q03013	A0A8M1NS60
P09488	Q6PFJ6
P09488	A8KBR8
P09488	A0A8M1NS60
P28161	Q6PFJ6
P28161	A8KBR8
P28161	A0A8M1NS60
P21754	A0A8M1N4F0
P21754	A0A8M1RNX3
P21754	Q4QRF0
P21754	A7MBZ6
P21754	A7MCA0
P21754	Q5TYP2
P21754	A0A8M2BHI9
P21754	Q9PWC7
Q6PJE2	A0A8M1N4F0
Q6PJE2	A0A8M1RNX3
Q6PJE2	Q4QRF0
Q6PJE2	A7MBZ6
Q6PJE2	A7MCA0
Q6PJE2	Q5TYP2
Q6PJE2	A0A8M2BHI9
Q6PJE2	Q9PWC7
P22223	A0A8M6YZI6
P22223	A0A8M6Z1U1
P22223	Q90Z37
P12830	A0A8M6YZI6
P12830	A0A8M6Z1U1
P12830	Q90Z37
P27169	A0A8M1NFS1
P27169	Q66JN5
P27169	A0A8M1N6P9
P27169	Q6NXA5
Q15166	A0A8M1NFS1
Q15166	Q66JN5
Q15166	A0A8M1N6P9
Q15166	Q6NXA5
Q15165	A0A8M1NFS1
Q15165	Q66JN5
Q15165	A0A8M1N6P9
Q15165	Q6NXA5
P28360	A0A8N7UZI3
P28360	Q01704
P35548	A0A8N7UZI3
P35548	Q01704
P29034	Q6XG62
P29034	A3FKT8
P26447	Q6XG62
P26447	A3FKT8
P30511	Q31365
P30511	A0A0S1RUH3
P30511	A0A8M2B625
P17693	Q31365
P17693	A0A0S1RUH3
P17693	A0A8M2B625
P13747	Q31365
P13747	A0A0S1RUH3
P13747	A0A8M2B625
P01889	Q31365
P01889	A0A0S1RUH3
P01889	A0A8M2B625
Q95460	Q31365
Q95460	A0A0S1RUH3
Q95460	A0A8M2B625
P10321	Q31365
P10321	A0A0S1RUH3
P10321	A0A8M2B625
Q30201	Q31365
Q30201	A0A0S1RUH3
Q30201	A0A8M2B625
P01893	Q31365
P01893	A0A0S1RUH3
P01893	A0A8M2B625
P04439	Q31365
P04439	A0A0S1RUH3
P04439	A0A8M2B625
P30838	Q90ZZ8
P30838	A0A8M2B3W0
P30838	A0A8M1P3N5
P51648	Q90ZZ8
P51648	A0A8M2B3W0
P51648	A0A8M1P3N5
P32322	A0A8M9Q700
P32322	Q6P971
Q96C36	A0A8M9Q700
Q96C36	Q6P971
P32926	H2EQR6
P32926	A0A8M2BIB6
Q14126	H2EQR6
Q14126	A0A8M2BIB6
Q02413	H2EQR6
Q02413	A0A8M2BIB6
Q86SJ6	H2EQR6
Q86SJ6	A0A8M2BIB6
P35247	Q504I3
P35247	A0A8M3AQC7
P35247	A9JSU1
P35247	A0A8M3B0E5
P11226	Q504I3
P11226	A0A8M3AQC7
P11226	A9JSU1
P11226	A0A8M3B0E5
P36268	A0A8M6YZQ0
P36268	A0A8N7T800
A6NGU5	A0A8M6YZQ0
A6NGU5	A0A8N7T800
P19440	A0A8M6YZQ0
P19440	A0A8N7T800
P42229	Q68SP3
P42229	Q68SP2
P51692	Q68SP3
P51692	Q68SP2
P42702	A0A8M3ATV3
P42702	A0A0R4IE17
Q99650	A0A8M3ATV3
Q99650	A0A0R4IE17
P50225	Q6DHH8
P50225	Q49IK6
O43704	Q6DHH8
