A0PK11	A0A2I3RH01
Q6AI12	H2QDF8
O43615	H2QF76
Q8NG95	H2QF94
Q8N7K0	H2QFF0
P78329	H2QFN1
P07320	H2QJB0
Q16517	H2QKB6
Q9BYK8	H2QKT0
Q9NVD3	H2QKZ7
Q8NFM7	H2QMT9
Q2M1Z3	H2QN52
Q16348	H2QN74
Q8WWX0	H2QQG5
Q9H0Y0	H2QR67
Q8WXG9	H2QR81
Q6ZQN7	H2QRA1
Q8TEQ6	H2QRV6
Q9BRS2	H2QS96
P35659	H2QSC7
Q9ULH4	H2QSY5
Q9NZC2	H2QSZ0
Q9Y6X5	H2QT42
Q8HWS3	H2QTM5
A6NFE3	H2QV74
Q9Y383	H2QVG9
A2A368	H2QYG1
P43363	H2QZ87
Q9HBU1	H2R4D7
Q8N3Y7	H2R4G6
Q5SWL8	H2R9H2
Q658N2	H2R9T7
Q9H2D6	H2RCX1
Q9UIG8	H2RFP8
Q19T08	K7A467
Q8WUT9	K7APG4
P0CF97	K7AQU5
Q96KR1	K7BVM7
Q6ZNC8	K7CDQ2
Q6NUT3	K7CE45
Q9Y5L0	K7CND3
P16989	K7CRT7
O43683	K7D3R8
Q8NBR0	K7DBM5
Q86UL3	K7DNJ8
P69891	P61920
P06681	Q8SQ74
Q96G25	A0A2I3RBC6
Q5TBE3	A0A2I3RDH8
Q9NS61	A0A2I3RU08
P0CB38	A0A2I3RVX1
Q96DZ9	A0A2I3RVX4
O00398	A0A2I3S6I2
Q8N543	A0A2I3SBV1
P56377	A0A2I3SDC3
Q86YN6	A0A2I3SLS6
Q9BSE4	A0A2I3SQ92
Q9UIF9	A0A2I3T3E5
Q99767	A0A2I3TBF6
Q8NBR6	A0A2I3TI05
A4IF30	A0A2I3TJ47
Q5DX21	A0A2I3TMP2
Q7Z4T8	A0A2I3TN26
Q8N8K9	A0A2I3TQQ0
Q9NYZ4	A0A2I3TQS8
Q8WWF8	A0A2J8JSA9
P62829	A0A2J8KHA3
Q96N38	A0A2J8LSC7
P01286	A0A2J8MKU4
Q9P2W7	A0A2J8N0U8
Q8N9U0	A0A2J8PL39
Q9NYT6	A0A2J8PY29
Q6UWL6	A0A2J8QHV0
Q9NXI6	H2PY74
Q99665	H2PZ74
Q5T1A1	H2Q063
Q5VZ46	H2Q0Q2
Q8NEN9	H2Q2M9
Q9UK99	H2Q3E0
Q13277	H2Q3R5
Q15286	H2Q701
Q9Y6E7	H2Q706
O14788	H2Q7H7
Q6DHV7	H2Q9A4
Q8NGB9	H2QA62
P30419	H2QD84
Q9P0M9	H2QDE8
Q9UJW9	H2QGC6
Q9UKR3	H2QGZ4
Q9Y3B4	H2QHI7
Q6UWP7	H2QHP9
Q15303	H2QJC5
Q5W186	H2QK33
Q9BV10	H2QLX4
Q01826	H2QM59
O95747	H2QMA9
Q15057	H2QP05
Q14103	H2QPS6
O60765	H2QS48
Q9UMX6	H2QT03
Q4VXA5	H2QTA1
O00425	H2QU96
P05423	H2QVU9
P53677	H2QW32
P23193	H2QW60
Q8IV03	H2QX05
Q16559	H2QXM9
Q9NWZ8	H2QYB2
Q13368	H2QZJ3
Q9C0F3	H2R0W5
Q9Y662	H2R151
Q6PKC3	H2R297
Q9GZT8	H2R3D2
Q9UBN4	H2R3J3
Q52M93	H2R3V3
Q5JXB2	H2R4I1
Q86VZ1	H2R4U2
Q6IC83	H2R704
Q8NGI8	H2R7S9
P20701	H2R921
Q96GG9	K7AGK0
Q9H8U3	K7B9Q7
Q96M27	K7BIV7
Q9BQD3	K7BPH6
Q9BQL6	K7BYU8
Q9ULK4	K7C3Q3
Q96BZ9	K7C734
P57723	K7CGS3
Q8NGE3	A0A2I3RFP9
Q9UHD9	A0A2I3RI61
Q6MZQ0	A0A2I3S325
Q14541	A0A2I3S4G5
Q9UIA9	A0A2I3S676
Q86WB7	A0A2I3S9S9
Q96M53	A0A2I3SD50
Q9H159	A0A2I3SHA1
Q9Y4B5	A0A2I3SN52
Q9Y6F9	A0A2I3SR43
Q8TER0	A0A2I3SRH8
Q76I76	A0A2I3T5S7
Q96H96	A0A2I3TD73
O94856	A0A2I3TGK0
Q9NR64	A0A2I3TI10
H7C241	A0A2I3TJQ9
Q9BQG1	A0A2J8J1B3
P37802	A0A2J8JA80
Q8NGJ0	A0A2J8LCN1
Q3MJ13	A0A2J8NSL9
Q9BYD5	A0A2J8QGP4
P51654	A5A6P7
Q9P2K9	H2PY05
Q6P1W5	H2PYL8
Q6P2H8	H2PYW1
Q96BR5	H2PZ14
Q5VWT5	H2PZ46
P78345	H2Q1N6
Q9UBW8	H2Q5B1
O00505	H2Q7K7
Q9BXS6	H2Q978
Q86XP0	H2Q989
P14618	H2Q9R1
Q9BRJ7	H2QAI1
Q05996	H2QAQ2
Q7Z3Y8	H2QCX1
Q9Y4G2	H2QD91
P41595	H2QJL0
Q9Y264	H2QJT0
Q9BT49	H2QLA4
Q99469	H2QM98
Q92922	H2QMI4
Q96QZ7	H2QMW6
P51114	H2QNT0
O14827	H2QR63
P53609	H2QRC3
Q5TGL8	H2QS84
Q9NUH8	H2QSA7
Q99943	H2QSR0
Q6ZMV9	H2QSY3
Q8IYU2	H2QTG6
P78424	H2QUG4
Q96PE1	H2QW10
P46531	H2QY65
Q2I0M4	H2QY81
Q96QH8	H2QYJ5
Q8TDG2	H2QZ36
P45983	H2R0G7
Q92545	H2R1B5
Q9NPB0	H2R389
Q6UXD5	H2R3A7
Q9ULN7	H2R5Y6
Q5CZC0	H2R6C4
Q5VVY1	H2R8F0
P07476	H2R8M7
O95399	H2RB98
Q8WVX3	H2RDF6
P0C672	H2RFE5
Q3LHN1	H2RGG7
P0C7M8	H2RIE9
Q9NZN8	K7AI48
Q13133	K7AUZ1
Q96KG9	K7BMJ5
O96008	K7C6R1
Q9Y2I1	K7CB25
Q16363	K7CW88
Q99523	K7D492
P47985	Q69BK5
Q96PX1	A0A2I3RF72
Q9H0X9	A0A2I3RGC9
Q9Y5Y2	A0A2I3RIM5
O95644	A0A2I3RLV4
Q96QS3	A0A2I3S298
Q3MIS6	A0A2I3S2R4
Q9UJU2	A0A2I3S5R9
P58215	A0A2I3SAT0
Q9BZC7	A0A2I3SB26
O94921	A0A2I3SXJ6
A8MXK1	A0A2I3T2G4
Q9NZR4	A0A2I3T6W2
P10075	A0A2I3T8E9
Q9UI08	A0A2I3T9Q2
Q00887	A0A2I3TQ75
Q86XN7	A0A2I3TUJ7
Q12926	A0A2I3TUM8
P52735	A0A2I3TV44
Q92831	A0A2I3TV67
Q6ZVW7	A0A2J8JBS5
Q6ZP01	A0A2J8JQ24
Q9BYZ8	A0A2J8JUL7
Q6NSI3	A0A2J8K6R6
Q8NHS0	A0A2J8KAN0
Q96CB5	A0A2J8KZQ9
Q96SC8	A0A2J8NIJ8
P0DMT0	A0A2J8NVH2
P06731	A0A2J8QGD5
Q96KX2	G2HI32
Q5JVF3	G2HI90
Q9BW92	H2PZW8
Q6UY18	H2PZZ8
Q13733	H2Q0E0
Q9UNI6	H2Q0H2
Q96HD9	H2Q496
Q9UBW5	H2Q5Y0
O00198	H2Q6Y8
O75503	H2Q7N7
O14641	H2QC24
Q9P1Z0	H2QC42
Q9BZJ4	H2QD69
Q68D86	H2QEP0
P22670	H2QFJ5
O00110	H2QG56
Q8NFQ5	H2QK65
Q15024	H2QMF5
O95243	H2QNC3
Q4VNC0	H2QNZ6
Q9H4A6	H2QQQ1
Q9NPG4	H2QRP0
P35368	H2QRX4
P33908	H2QTN5
Q9BWD1	H2QTZ6
Q99811	H2QY10
Q9NQZ6	H2QYQ0
Q8NBS9	H2QZP4
O95754	H2R1X0
Q9UQR0	H2R3L4
Q9GZM6	H2R3S0
P46109	H2R472
Q12809	H2R4V4
Q9UKP5	H2R5K7
P19235	H2R6D1
Q8N9H9	H2R9I4
P52306	H2RA13
Q96C12	H2RA77
P13224	H2RCB6
Q96PQ6	H2RH32
Q7L775	H2RIH1
Q9Y5B0	K6ZJ11
Q9BQ75	K7A0J3
P0DMB2	K7AJF5
O00743	K7ASG1
O15321	K7BB96
P26440	K7BSR9
A9UHW6	K7BTS1
Q9NUQ2	K7CGU7
Q8IXI2	K7D6R4
Q5TBB1	K7DDV4
Q75QN2	K7DQK9
Q6PGP7	K7DTG0
P02818	P84348
Q9UI09	Q0MQ87
P51816	Q7YQM2
Q15256	A0A2I3RBR5
Q92619	A0A2I3RLJ7
Q12800	A0A2I3RVQ9
O75197	A0A2I3RVR8
O00429	A0A2I3RYD0
P0CZ25	A0A2I3S421
Q9UMX0	A0A2I3S760
Q6ICB0	A0A2I3SBP1
Q9BYE0	A0A2I3SKS5
Q9Y5Q8	A0A2I3T600
Q5VVW2	A0A2I3T6E2
O60229	A0A2I3T8G4
P36873	A0A2I3TFG1
Q96AV8	A0A2I3TFM9
P51572	A0A2I3TRW4
Q96JE7	A0A2I3TSD5
Q63ZE4	A0A2I3TWY5
Q8N9B8	A0A2J8IX89
P29973	A0A2J8L312
Q96DT7	A0A2J8M9Z1
Q8NC24	A0A2J8NIS7
Q8TEF2	A0A2J8NUQ7
Q15437	G2HFR5
Q9H560	G2HII6
Q96KB5	G2HJ42
Q9BSK2	H2PXY6
P48507	H2PZF4
Q5SWA1	H2Q0Y9
Q96KN8	H2Q3Y0
Q15173	H2Q411
Q14714	H2Q5M5
P23409	H2Q6J2
Q8N6Y1	H2Q7M5
Q8N3R9	H2Q8H2
O00253	H2QBB7
Q7Z736	H2QD31
Q9Y2D9	H2QDD2
Q9H7N4	H2QGV9
Q9BU64	H2QHJ4
Q8N1N0	H2QI29
Q9Y234	H2QIE7
Q9Y376	H2QJK6
Q8WUT4	H2QJY0
Q8IWL3	H2QLF2
Q7RTV0	H2QLS3
P47900	H2QNL8
Q8NFZ5	H2QP45
P02808	H2QPL0
Q13316	H2QPV1
O00635	H2QSE9
Q9H0R6	H2QTH5
Q9UBT3	H2QW36
O60663	H2QXW6
Q6UXX5	H2QYN7
Q99549	H2R0N3
Q8IVS8	H2R0Y3
Q6PF05	H2R5I2
Q13461	H2R937
Q6ZRV2	H2R9M6
Q8NHY0	H2R9S5
A6NP11	H2RBA8
Q8N8W4	H2RCP9
P0C5K7	H2RH77
C9JE40	H2RHS9
Q7L5D6	H2RI34
Q9NVV2	H2RI96
Q96HY6	K7A1J6
O00444	K7BZR6
Q03154	K7CQ78
Q8TAE8	K7D1N2
O43310	K7D4L1
A6NDV4	K7DBB6
Q9NYV7	Q646B3
P46100	Q7YQM4
Q9H892	A0A2I3RBA8
Q6ZW76	A0A2I3RC71
Q9HD90	A0A2I3RC92
P01834	A0A2I3REY6
Q9BXU3	A0A2I3RMG6
P31267	A0A2I3RPG5
Q08AH1	A0A2I3RSS1
Q8NH19	A0A2I3RXH1
C9J302	A0A2I3SGC1
Q9NYJ1	A0A2I3SJU2
O75128	A0A2I3T0R4
P51800	A0A2I3TFH3
Q96AQ9	A0A2I3TM31
A0A075B6I1	A0A2I3TRX9
P30203	A0A2I3TSS0
Q8NCN4	A0A2I3TT78
O00341	A0A2I3TTD0
Q8TB24	A0A2I3TTU9
P14136	A0A2J8IVB9
Q5VX71	A0A2J8K938
Q8N123	A0A2J8KJ45
Q8N4S0	A0A2J8L1F2
Q8NHX4	A0A2J8NF82
P52746	A0A2J8NGI4
A0AVK6	A0A2J8P4N5
Q12972	H2PYG2
Q01658	H2PZF0
Q9UBG3	H2Q004
Q8NFF5	H2Q060
Q9BSE2	H2Q093
Q9NRU3	H2Q2E3
Q14185	H2Q2R7
O14628	H2Q2X6
P35318	H2Q363
Q9Y5Y6	H2Q547
Q9HCM1	H2Q5P4
Q9UJX4	H2Q726
Q8N5I3	H2Q7K9
Q9H6D7	H2Q7Z7
Q96LQ0	H2Q8G5
P05771	H2QAS7
Q63HK3	H2QAT3
Q86W50	H2QBV6
P06732	H2QGL2
O95256	H2QIG7
Q6ZU64	H2QJG0
Q14691	H2QK44
Q9H427	H2QKE7
Q9BYB4	H2QL90
Q9HDD0	H2QNZ5
P25874	H2QQ73
Q7Z6J0	H2QQE8
Q9H799	H2QQS4
P55809	H2QQT8
Q96GV9	H2QRA3
Q8N4E7	H2QRD8
O60925	H2QRM0
Q96I51	H2QUR9
O15260	H2QY45
Q8NC96	H2QZF1
Q96FZ2	H2R0W0
Q5T0U0	H2R506
Q8N3J9	H2R723
P39060	H2RAH2
A8MUP2	H2RBM4
P49238	H2RCA7
O60291	H2RCV5
P01034	K7AAK0
Q86TJ2	K7ALB6
Q5RI15	K7AN64
Q02790	K7B4Z1
Q9H4M7	K7BG94
Q96BM9	K7BWY7
Q5T3F8	K7CJ87
Q32NC0	K7CUG3
P39059	K7D0K0
Q9Y5J3	K7D7U5
Q9Y2B5	K7DS22
O43920	Q0MQH4
Q9NRC1	Q2QLE8
P61247	A0A2I3RHI1
Q8N720	A0A2I3S7F5
Q9H8T0	A0A2I3SCM2
A0A0B4J240	A0A2I3SCY0
Q8IZU1	A0A2I3SL81
A0M8Q6	A0A2I3SLM4
P08651	A0A2I3SNC9
A4D256	A0A2I3T3I7
Q9NPU4	A0A2I3T427
Q9H2A3	A0A2I3T5C2
Q9UJZ1	A0A2I3TF51
Q8NA19	A0A2I3THJ4
Q9BYW1	A0A2I3TI36
Q6S9Z5	A0A2I3TQ63
Q969P0	A0A2J8JAE2
A2A3L6	A0A2J8K5C4
Q8N292	A0A2J8KL07
Q8TB05	A0A2J8LAL8
Q00722	A0A2J8QDF6
P08559	A5A6L0
Q8IYT1	G2HEQ4
Q9NY43	H2PZD7
Q6UXG2	H2PZJ9
O00512	H2PZV0
Q8WXI9	H2Q042
Q9UI30	H2Q3Z8
Q6N022	H2Q4H4
P08254	H2Q4N2
Q9NXH3	H2Q971
O95190	H2Q9L1
P84022	H2Q9N8
O94812	H2QA98
Q6ZMU5	H2QB00
P17023	H2QBH1
Q9HAY6	H2QBK9
P07741	H2QBQ7
Q9H6R0	H2QC04
Q96S79	H2QCQ0
Q8N139	H2QDR2
Q9H777	H2QEJ5
Q9UL36	H2QEQ6
Q8IUH2	H2QIG0
Q9NUB1	H2QK41
Q6ZQY2	H2QLA6
Q9P232	H2QMY0
Q9HAV0	H2QNS5
Q08426	H2QNW2
Q9NX58	H2QP56
P42830	H2QPN8
P29371	H2QPZ4
Q8TAQ9	H2QUK0
P35523	H2QVJ5
Q9H4Q4	H2QY20
P48723	H2QZS7
Q6ZNR0	H2R282
Q6GV28	H2R4X0
Q8NCX0	H2R6B2
Q7Z6M1	H2R6B6
P36952	H2R6Q3
Q6ZRP0	H2R804
Q30KQ1	H2RAP0
Q9BZW4	H2RCX0
P30041	H2RFX7
Q6PCD5	K7APE2
O15198	K7BDF3
Q9HBL8	K7BLW1
Q9Y6I3	K7BRI5
Q14677	K7C225
Q86VU5	K7C3C4
P46019	K7CG73
Q9NPC4	K7D3Y2
O95239	K7D5F2
O75509	K7DAS5
Q96HS1	K7DH40
Q92759	P60027
Q9UN67	Q5DRD9
Q9Y608	A0A2I3RNR6
Q13698	A0A2I3SDD9
Q13275	A0A2I3SSI5
Q9NUD5	A0A2I3SVX1
Q96SZ6	A0A2I3TEE9
Q8NFR7	A0A2I3TJ52
Q96PM9	A0A2I3TM83
O43280	A0A2I3TUG4
Q13443	A0A2I3TUV7
Q9P270	A0A2I3TVQ5
P51571	A0A2J8IM13
P0C7V8	A0A2J8L3C5
P78318	A0A2J8L3H0
Q5XG99	A0A2J8L7H8
P56373	A0A2J8LC53
Q5T4I8	A0A2J8MTM3
Q9H172	A0A2J8N292
Q8TDC0	A0A2J8NJM7
Q9C0D9	A0A2J8NL39
Q9NXL9	A0A2J8PTV7
Q9BUX1	A0A2J8QDS1
P27695	A2T6Y4
P31930	G2HEX2
Q96IK0	G2HGV0
Q9BYD2	H2PZZ6
O00155	H2Q0V3
Q96BW5	H2Q1N9
P04053	H2Q2B9
P17174	H2Q2E4
P16455	H2Q2S2
P60852	H2Q3T1
O76090	H2Q3V0
Q86W47	H2Q6G5
Q8NFH4	H2Q6Q7
Q8NA47	H2Q6V9
Q5HYK3	H2Q714
Q68EM7	H2QAT1
Q9NZD4	H2QB08
P19387	H2QB71
Q9BZG8	H2QBU9
Q401N2	H2QDX4
Q9NZM3	H2QHJ1
Q6NUQ4	H2QHL1
Q15036	H2QHM8
Q6P4Q7	H2QID4
Q8NDX1	H2QIL2
P14868	H2QIS1
Q9UHI8	H2QKW0
P09601	H2QLK1
Q9BYH8	H2QN16
A6NNE9	H2QQP0
Q92973	H2QR21
P23942	H2QT06
Q9NZA1	H2QT41
Q9H446	H2QTM1
P50750	H2QXX8
Q6ZN84	H2R1S4
Q9UBF9	H2R5B7
Q6UVM3	H2R8A8
Q9H3E2	H2RB95
A6NHR9	H2RFH1
Q8N9V3	K7B1V7
Q9NQX1	K7BTV3
Q6PI98	K7BVD5
Q8WWH5	K7CFC2
Q6PII5	K7D2C8
P21730	P79240
P14061	Q1WNP0
Q9UN70	Q5DRA4
Q9BYT1	A0A2I3REB8
Q6ZNB7	A0A2I3RMZ2
A8MVM7	A0A2I3RW59
Q7Z6I8	A0A2I3RZD2
Q8NBN3	A0A2I3S859
Q9BQ51	A0A2I3S9N9
Q96L73	A0A2I3S9S5
P17600	A0A2I3SK53
O75822	A0A2I3SMM0
Q5T751	A0A2I3T120
P20366	A0A2I3T8P7
Q969E2	A0A2I3T8V3
Q9NQZ7	A0A2I3TC69
Q53FA7	A0A2I3THT3
P43354	A0A2I3TIC5
P54793	A0A2J8IUA4
Q96K58	A0A2J8J521
Q9UQB9	A0A2J8JLQ6
Q5TH74	A0A2J8K3V6
P55289	A0A2J8KU53
Q14802	A0A2J8QH30
Q71U36	A5A6J1
P06733	G2HFA5
Q13123	G2HFW0
P57768	G2HG85
P18074	G2HHJ3
P52597	G2HIV6
Q9NQT6	G2HJ99
P84074	H2PYL2
P35590	H2PYU7
Q9UMS5	H2PZP5
Q8IWV1	H2Q0Y3
P13674	H2Q230
Q96R67	H2Q3K7
Q8NGI7	H2Q3R4
O95968	H2Q3V2
Q9NY30	H2Q4R1
P41238	H2Q5C6
O43716	H2Q711
Q9HBH0	H2Q733
O43815	H2Q850
Q9H6Z9	H2Q856
Q8NAA6	H2Q952
Q9HD36	H2Q9G4
Q8N8U2	H2QBK4
P13073	H2QBN5
Q53F19	H2QBX2
Q9P0Z9	H2QCK0
Q12830	H2QDQ7
Q8TDQ1	H2QDT1
Q96DV4	H2QDW8
P68543	H2QHI3
O14530	H2QIF2
Q86YG4	H2QIK3
P28676	H2QIW4
Q8TBB6	H2QNQ7
Q18PE1	H2QP53
P17301	H2QQV6
A6NGY3	H2QRW7
Q86VS8	H2QW41
Q8IYX7	H2QX13
Q8NHZ8	H2QXQ3
Q9BZW7	H2R2D3
Q9H239	H2R3C1
Q9BSK1	H2R5V5
A8K855	H2R910
Q9UKL6	H2R9I1
Q16853	H2R9Q9
Q9NYW6	H2RAP6
Q9GZN8	H2RB33
Q99466	H2RDK4
Q5U649	H2RDV1
Q14410	H2RF88
B9A014	H2RIB8
P53384	K7A5Q1
P29144	K7B2P3
Q99801	K7B547
Q96C92	K7BM14
P40305	K7BTE3
Q7Z5H3	K7C6W3
Q86SE9	K7C6Y3
O14662	K7D9L3
O60675	K7DIM0
Q13823	K7DML1
Q96S15	K7DT44
P22083	Q659K9
Q9NYM9	A0A2I3RDC2
Q9HCQ5	A0A2I3RIA6
Q8NGG0	A0A2I3RUZ5
Q9BRP4	A0A2I3RXY5
Q15596	A0A2I3RZ80
Q9BTE6	A0A2I3RZV4
A0A1B0GTY4	A0A2I3S860
Q96KR4	A0A2I3SH94
Q9UJV3	A0A2I3SHH8
P28476	A0A2I3SLS0
Q8IXS2	A0A2I3SQH7
Q8NFD5	A0A2I3SSA4
O75884	A0A2I3T0Y2
Q96M96	A0A2I3T342
Q8IZQ8	A0A2I3TAX0
P19484	A0A2I3TFC5
Q9UFH2	A0A2I3TJ66
O15266	A0A2J8IKK1
Q9BY12	A0A2J8KSF9
Q8NGE8	A0A2J8LCM5
P18859	A0A2J8MQ77
Q8NH80	A0A2J8N1S9
Q07343	A0A2J8NHG1
P06307	A0A2J8PB41
Q16612	G2HGE1
P12319	H2Q0C9
O00515	H2Q0V8
P29536	H2Q0W2
Q9BPX6	H2Q227
Q8NGK1	H2Q2Y9
Q5BJD5	H2Q360
Q12913	H2Q3J6
Q9BTE7	H2Q4N5
P62330	H2Q894
Q8N1H7	H2Q8E6
Q8N461	H2QA82
Q71RH2	H2QAW5
Q06136	H2QEM9
Q9BX82	H2QFW7
O75594	H2QGM5
Q9BVS5	H2QHP4
Q9H8M9	H2QI76
Q96KJ9	H2QK52
Q92544	H2QK60
P51679	H2QM91
Q9NWR8	H2QQ08
Q7L945	H2QS63
Q9NPJ3	H2QSD9
O95816	H2QT89
P17707	H2QTK1
P56749	H2QUW7
O95163	H2QXN5
Q00975	H2QY88
O43521	H2R0F7
Q8WXK3	H2R1U5
Q8N4P2	H2R2J6
Q9P2R3	H2R2R7
Q9Y519	H2R351
Q6UY27	H2R375
Q04725	H2R3W5
P53420	H2R630
A1L020	H2R8K7
Q16778	H2R8P6
Q9H9V4	H2R9V3
O43426	H2RAJ6
Q9BT56	H2RDD0
B4DJY2	H2RF92
P62753	H2RGA7
A0A0C4DGP1	H2RHC2
P09914	K7A6V3
Q68BL8	K7BM93
Q9BRL6	K7CE47
Q8WUZ0	K7CHM3
O43237	K7CPR9
P98177	K7CRH3
Q9UKN5	K7CXK8
Q8TBP0	K7CY49
Q5F1R6	K7D2X2
O95168	Q0MQD5
Q9Y5F1	Q5DRD7
P05114	A0A2I3REX1
Q8N9Z2	A0A2I3RGH0
Q15366	A0A2I3RI11
Q8IWA5	A0A2I3S1E2
Q6P531	A0A2I3S6W3
Q8TCJ2	A0A2I3SMK3
Q9NPD5	A0A2I3SNY4
Q7RTS9	A0A2I3SQU4
Q75T13	A0A2I3SWT9
Q69YN2	A0A2I3SXM1
Q8WV16	A0A2I3T3Z7
O15457	A0A2I3T501
Q86YM7	A0A2I3T5R2
Q9Y243	A0A2I3T9Y4
O43399	A0A2I3TAX7
Q13319	A0A2I3TEW8
Q9Y618	A0A2I3TH75
P20783	A0A2I3TL08
Q15910	A0A2I3TMI4
P36969	A0A2I3TUY1
Q6ZS30	A0A2I3TW31
P17030	A0A2I3TWI2
Q00341	A0A2J8IUY6
Q8IZF6	A0A2J8JP78
P13796	A0A2J8ML27
Q0VGE8	A0A2J8Q7C9
P51955	H2Q134
Q13503	H2Q5M9
Q8WW59	H2Q691
P55209	H2Q6I3
Q9Y275	H2Q7S7
Q15835	H2Q7U6
Q8TB40	H2Q7Z0
Q9BX95	H2Q8G0
P07996	H2Q953
Q9NXG2	H2QAP5
Q8IWE4	H2QAP8
Q9Y342	H2QB66
Q8N815	H2QD40
Q8WXG1	H2QHE2
Q9BSC4	H2QHF7
Q52LD8	H2QJ73
Q8IXS8	H2QJ85
Q7RTX9	H2QJK2
Q86VX9	H2QMM9
Q9H8P0	H2QPH7
Q6P2P2	H2QQ96
O43678	H2QRM6
A1X283	H2QS05
P16401	H2QSJ0
O15211	H2QST2
Q8IYS1	H2QTE2
Q2M3G0	H2QU87
Q6UE05	H2QUQ5
P78347	H2QUR5
Q14563	H2QUV1
Q96P47	H2QVM6
Q86XI6	H2QVQ8
O60216	H2QWL8
Q5T7W7	H2QXJ2
Q96EX3	H2QXZ4
P12268	H2R178
Q9NRA8	H2R1P7
Q2TBA0	H2R3C8
P05997	H2R6B8
O15162	H2R7Z9
Q9NZ53	H2R820
Q9UHR5	H2R9D7
Q8IZU8	H2RB09
O75116	K7AX49
Q8NFP4	K7BUY7
Q96BI1	K7CC76
O60312	K7CMA3
Q9Y6M5	K7CV20
Q9BSU1	K7DBA4
Q9HCM9	Q1XHU0
P00751	Q864W0
Q9H7P9	A0A2I3RAT4
Q9H237	A0A2I3RAW3
O14810	A0A2I3RFH1
O75112	A0A2I3RJY6
Q9NX63	A0A2I3RNX0
Q5JRV8	A0A2I3RS61
Q6PKG0	A0A2I3SBY6
Q8TF47	A0A2I3SC92
Q96T21	A0A2I3SGC3
Q8NDX2	A0A2I3SPG5
Q9H156	A0A2I3SRS3
P58872	A0A2I3SUM7
Q9HAK2	A0A2I3SV18
Q06609	A0A2I3SZ08
O95196	A0A2I3T0L6
P48995	A0A2I3T3G9
P49589	A0A2I3T3S8
P56856	A0A2I3T866
Q96JP2	A0A2I3TTV4
Q8WVV5	A0A2J8JQJ4
Q9UGM5	A0A2J8M5X2
P14649	A0A2J8Q1I7
P32745	A0A2J8QPP4
O75508	G2HJH3
Q86V15	H2PXZ9
Q8IZA0	H2PYM3
Q5BKZ1	H2PZD6
O95295	H2Q037
P53365	H2Q322
Q96RB7	H2Q3M9
Q9BVX2	H2Q5S7
P41219	H2Q5V1
Q8NHQ9	H2Q761
Q5SZK8	H2Q7F9
Q8IZR5	H2QB98
Q9BQ70	H2QBS2
Q8N144	H2QCW4
Q14332	H2QD74
Q96DM3	H2QEC4
Q17R55	H2QG20
P62280	H2QGV3
Q9Y2I7	H2QJB6
Q9UJQ7	H2QK11
Q9NPY3	H2QK25
Q9Y6Q9	H2QKJ1
O75031	H2QL38
P09001	H2QND8
O43766	H2QPC8
P30968	H2QPJ5
Q96EU6	H2QT17
P21589	H2QTC9
Q7Z695	H2QVI1
Q9NVV0	H2QXN0
O60869	H2QY72
Q8NCL9	H2QZK8
Q8NEL9	H2R097
Q6PF18	H2R0E1
P53355	H2R0V4
Q8NGZ3	H2R0Z3
Q9NY26	H2R1U9
Q13813	H2R2T8
Q7Z7D3	H2R332
Q8NDI1	H2R350
Q6ZV80	H2R8U7
A7E2V4	H2RC63
Q86U38	H2RCE8
A6NEV1	H2RE32
Q8NHB1	H2RFV1
A4GXA9	H2RHN9
Q96DN6	H2RID1
Q6R327	K6ZUV2
Q9BXI6	K7A3S3
Q9H0R8	K7ATS5
P51608	K7B9T3
Q8WYA0	K7BVY5
Q86XA9	K7CEL0
Q9NYV4	K7CGF7
Q9Y6W5	K7CKU1
Q8N104	Q5IAB3
O15056	A0A2I3RD07
P04259	A0A2I3RFA1
Q9UBR4	A0A2I3RFI1
O43759	A0A2I3RFX4
Q69YL0	A0A2I3RQ37
P62750	A0A2I3RUW8
Q12873	A0A2I3RYT2
Q14669	A0A2I3S2V5
Q6ZQV5	A0A2I3SB09
Q8IYB4	A0A2I3SN09
Q9UBC3	A0A2I3SYU8
Q8IVL1	A0A2I3TK24
Q9NQB0	A0A2I3TNN0
Q6YBV0	A0A2I3TVG6
Q96JF0	A0A2J8J6X7
A0A1B0GUS4	A0A2J8MLR7
Q9BYG7	A0A2J8NE60
Q7RTV2	A0A2J8P135
O14638	A0A2J8PT67
Q9Y258	A0A2J8PX74
Q14588	G2HJ51
Q86X51	G2HJR1
P21912	H2PY56
Q5T1S8	H2PYB9
P05204	H2PYE2
O43617	H2PYN0
P12524	H2PYR4
Q49AA0	H2PYS2
Q8WVL7	H2Q4K6
P55160	H2Q646
Q9BXT8	H2Q7A9
O15127	H2Q9T3
P55042	H2QBA4
Q5RKV6	H2QBF9
Q8IX07	H2QBP7
Q6PJF5	H2QDY1
A1L0T0	H2QFL7
Q6UWH6	H2QI32
Q12884	H2QIW2
Q86VQ6	H2QNA4
P32238	H2QPB3
Q8NB90	H2QQ49
Q969S3	H2QQP1
Q9Y232	H2QS88
Q6ZN17	H2QTG7
Q8NF64	H2QUI8
Q16831	H2QUK2
P01588	H2QV42
Q9H788	H2QVT6
Q14142	H2QXJ9
Q9UL62	H2QZ06
Q86TH1	H2R0D8
P35222	H2R2U1
P26196	H2R2Z3
Q8TER5	H2R3U5
P48729	H2R587
Q7Z5V6	H2R5D4
P59797	H2R641
